puzzleid,red_list,green_list,blue_list,stars
9115,2,0,76,77
9114,6,0,50,9
9113,6,0,99,4
9112,1,2,17,6
9111,21,4,75,20
9110,8,1,60,1
9109,8,0,25,8
9108,1,1,59,3
9107,5,3,44,1
9106,3,0,84,86
9105,6,5,76,69
9104,0,0,23,11
9103,30,3,66,98
9102,30,3,74,105
9101,12,36,19,1
9100,1,0,88,88
9099,1,0,88,88
9098,16,8,78,20
9097,2,1,105,6
9096,24,5,54,80
9095,24,4,55,82
9094,1,2,14,2
9093,10,4,81,38
9092,12,2,94,2
9091,60,41,8,2
9090,1,0,35,1
9089,11,0,113,123
9088,2,8,7,4
9087,0,11,95,1
9086,0,0,30,8
9085,11,9,29,23
9084,18,5,45,11
9083,13,10,61,38
9082,13,4,36,12
9081,36,0,96,23
9080,4,2,186,102
9079,8,1,120,8
9078,4,0,1,4
9077,46,45,45,120
9076,5,51,5,8
9075,8,10,10,9
9074,0,0,31,8
9073,0,0,19,6
9072,0,0,8,7
9071,9,10,79,17
9070,9,72,10,26
9069,12,8,105,18
9068,6,44,32,6
9067,3,63,18,66
9065,12,2,76,2
9064,2,8,96,49
9063,1,1,18,2
9062,7,0,19,6
9061,0,4,8,4
9060,20,1,80,6
9059,3,1,5,2
9058,5,4,4,2
9057,4,2,13,5
9056,0,0,78,77
9055,1,0,88,88
9054,16,53,70,53
9053,18,24,14,7
9052,92,26,16,8
9051,22,15,22,1
9050,61,13,118,4
9049,23,14,23,1
9048,50,6,44,9
9047,11,94,1,11
9046,6,3,40,5
9045,18,0,23,11
9044,13,15,0,5
9043,2,0,56,7
9042,8,7,80,7
9041,1,1,109,7
9040,11,8,92,1
9039,3,0,83,4
9038,3,16,48,9
9037,0,1,131,62
9036,16,3,39,6
9035,44,43,6,6
9034,4,1,20,4
9033,8,0,51,8
9032,1,1,40,27
9031,6,14,16,1
9030,32,24,1,32
9029,22,20,14,4
9028,8,0,25,8
9027,72,48,72,17
9026,38,30,58,10
9025,2,6,12,2
9024,0,5,24,5
9023,5,7,34,9
9022,0,0,19,5
9021,126,16,16,18
9020,0,14,82,39
9019,0,19,4,4
9018,15,17,10,7
9017,5,6,19,12
9016,6,2,29,11
9015,17,8,41,1
9014,0,20,1,20
9013,7,7,28,34
9012,15,17,10,7
9011,23,11,18,13
9010,23,11,18,12
9009,9,14,17,4
9008,39,2,20,1
9007,4,1,12,8
9006,16,16,61,76
9005,56,41,95,1
9004,1,19,26,5
9003,8,2,1,2
9002,24,48,85,9
9001,3,8,28,10
9000,19,16,1,1
8999,0,0,118,117
8998,2,2,26,1
8997,4,5,24,9
8996,0,0,28,17
8995,8,5,3,4
8994,10,5,3,4
8993,8,0,44,8
8992,2,57,54,7
8991,3,7,41,4
8990,5,4,47,1
8989,8,8,176,16
8988,9,9,28,7
8987,16,7,10,6
8986,18,18,1,4
8985,8,11,37,1
8984,4,5,26,3
8983,53,12,0,11
8982,21,9,40,3
8981,20,12,32,28
8980,20,60,80,7
8979,3,6,19,9
8978,8,16,14,3
8977,0,8,32,8
8976,7,6,6,5
8975,3,3,9,6
8974,8,9,9,25
8973,6,2,146,10
8972,7,0,7,3
8971,0,15,30,23
8970,4,0,13,2
8969,13,15,20,12
8968,3,3,10,4
8967,15,0,15,1
8966,6,2,3,3
8965,56,56,80,5
8964,12,24,0,3
8963,22,14,88,35
8962,14,32,68,12
8961,1,1,7,2
8960,2,4,10,3
8959,72,6,6,73
8958,0,28,0,6
8957,8,4,13,1
8956,6,5,2,8
8955,17,17,23,7
8954,8,8,5,8
8953,9,0,16,12
8952,2,3,28,7
8951,10,1,30,1
8950,18,8,32,4
8949,0,0,15,2
8948,6,4,38,2
8947,28,2,40,8
8946,0,4,13,4
8945,49,73,50,24
8944,17,12,36,17
8943,14,21,19,14
8942,34,0,0,8
8941,0,1,15,2
8940,64,54,62,18
8939,20,62,1,5
8938,8,6,9,1
8937,10,7,27,5
8936,7,8,6,1
8935,14,2,14,15
8934,12,39,36,2
8933,40,47,34,48
8932,24,0,9,8
8931,37,14,3,20
8930,20,8,34,13
8929,8,5,12,3
8928,0,0,77,12
8927,38,16,8,17
8926,1,2,15,4
8925,23,16,9,1
8924,32,41,36,13
8923,13,1,150,6
8922,0,0,16,6
8921,0,1,117,116
8920,1,1,76,77
8919,1,1,76,77
8918,6,1,61,13
8917,0,5,8,6
8916,0,0,28,5
8915,5,4,18,5
8914,26,31,129,30
8913,2,2,18,3
8912,0,5,18,5
8911,3,1,20,20
8910,25,20,110,24
8909,18,0,27,18
8908,2,2,18,3
8907,4,6,22,18
8906,5,4,18,5
8905,5,4,18,5
8904,5,4,18,5
8903,5,4,18,5
8902,2,2,26,25
8901,5,4,18,5
8900,0,0,24,19
8899,6,5,30,24
8898,5,4,8,5
8897,14,1,48,14
8896,0,0,18,1
8895,12,10,13,1
8894,12,5,88,12
8893,15,0,62,76
8892,55,56,81,3
8891,14,9,47,4
8890,8,2,7,9
8889,2,2,44,2
8888,0,0,33,6
8887,7,6,79,22
8886,4,0,25,1
8885,0,0,66,50
8884,12,11,14,4
8883,5,1,14,6
8881,103,13,13,11
8880,1,41,3,14
8879,19,48,23,5
8878,3,6,31,39
8877,14,6,21,4
8876,2,4,4,9
8875,6,6,16,3
8874,34,12,56,15
8873,37,37,8,36
8872,24,16,21,4
8871,5,5,24,7
8870,34,12,56,1
8869,11,16,69,11
8868,22,30,33,3
8867,22,16,46,5
8866,10,0,51,26
8865,8,13,34,18
8864,13,7,17,10
8863,0,4,188,140
8862,11,0,11,21
8861,12,0,55,12
8860,0,0,17,1
8859,3,0,67,1
8858,34,31,42,1
8857,1,1,53,11
8856,4,7,67,24
8855,16,16,86,31
8854,4,1,55,8
8853,0,0,10,9
8852,0,0,8,7
8851,6,0,39,14
8850,8,8,88,17
8849,4,4,79,9
8848,12,6,74,1
8847,10,12,147,23
8846,8,10,67,23
8845,29,16,94,138
8844,13,6,75,1
8843,11,8,70,1
8842,7,2,38,1
8841,10,2,44,21
8840,12,4,87,5
8839,0,0,74,1
8838,7,40,46,6
8837,6,2,49,2
8836,34,0,6,3
8835,3,0,40,1
8834,8,51,2,5
8833,0,2,64,9
8832,82,16,2,6
8831,16,8,64,1
8830,16,0,111,16
8829,16,8,56,1
8828,12,6,6,6
8827,12,0,88,9
8826,14,1,95,109
8825,14,36,47,53
8824,20,10,65,45
8823,26,7,80,103
8822,22,0,82,82
8821,46,0,0,35
8820,3,9,108,59
8819,69,12,7,86
8818,0,0,29,28
8817,29,1,90,29
8816,20,0,81,10
8815,0,0,28,7
8814,23,0,46,7
8813,5,6,5,1
8812,2,10,58,13
8811,0,9,33,8
8810,1,0,33,15
8809,14,6,141,16
8808,24,11,157,191
8807,7,4,28,5
8806,4,1,4,8
8805,52,11,12,4
8804,12,0,29,12
8803,0,0,16,4
8802,183,8,1,1
8801,10,23,26,3
8800,4,2,86,7
8799,14,8,20,16
8798,14,8,20,16
8797,43,45,44,38
8796,8,4,58,1
8795,3,3,3,8
8794,11,48,51,15
8793,27,52,113,8
8792,69,0,123,6
8791,0,0,20,19
8790,4,7,67,77
8789,0,0,9,8
8788,20,21,50,41
8787,46,68,78,78
8786,81,0,0,6
8785,37,2,153,39
8784,4,2,40,5
8783,14,35,31,25
8782,20,21,50,41
8781,9,6,54,49
8780,16,0,81,96
8779,16,0,81,96
8778,12,27,132,170
8777,0,0,72,71
8776,0,0,60,59
8774,1,0,71,71
8773,0,0,23,1
8772,0,0,20,1
8771,0,0,21,1
8770,0,0,20,1
8769,0,0,18,1
8768,1,0,20,1
8767,0,0,18,11
8766,24,34,96,51
8765,31,47,62,41
8764,13,4,36,16
8763,4,43,2,13
8762,42,5,54,30
8761,3,2,47,26
8760,2,0,48,11
8759,0,0,15,1
8758,22,0,0,4
8757,55,4,91,1
8756,0,1,65,1
8755,28,29,47,7
8754,3,34,98,11
8753,44,16,46,11
8752,27,58,30,1
8751,17,36,18,1
8750,9,3,28,16
8749,2,2,32,23
8748,21,36,14,1
8747,51,8,35,8
8746,16,5,76,31
8745,16,10,35,1
8744,45,0,89,72
8743,0,0,24,23
8742,22,27,24,1
8741,55,16,117,39
8740,38,43,95,46
8739,63,23,19,2
8738,4,0,81,28
8737,0,0,97,96
8736,0,0,80,79
8735,0,0,48,47
8734,0,0,15,8
8733,52,90,0,89
8732,11,11,170,191
8731,2,8,46,12
8730,3,5,69,55
8729,29,34,129,6
8728,20,0,0,19
8727,0,0,16,3
8726,1,0,50,9
8725,5,7,6,17
8724,11,11,170,190
8723,1,0,50,1
8722,1,0,23,3
8721,2,1,22,1
8720,1,0,24,1
8719,8,18,92,75
8718,9,16,88,67
8717,3,5,98,6
8716,9,0,96,9
8715,1,0,23,1
8714,9,8,103,8
8713,66,0,0,64
8712,3,5,18,9
8711,11,10,46,45
8710,0,0,19,18
8709,0,0,33,32
8708,0,0,16,15
8707,0,0,22,21
8706,0,0,13,1
8705,6,4,45,23
8703,61,14,33,2
8702,15,46,44,27
8701,9,18,66,14
8700,26,3,103,76
8699,16,139,7,9
8698,20,142,3,3
8697,14,0,81,1
8696,49,23,20,41
8695,1,26,120,93
8694,0,24,110,56
8693,0,37,153,68
8692,0,37,95,104
8691,13,29,82,48
8690,21,65,64,57
8689,3,49,2,7
8688,28,0,0,4
8687,44,118,3,3
8686,106,12,62,45
8685,48,12,22,10
8684,32,6,49,37
8683,17,0,0,4
8682,68,60,64,2
8681,4,3,98,58
8680,4,11,51,20
8679,0,0,16,2
8678,21,0,10,4
8677,0,0,16,5
8676,1,1,5,6
8675,12,1,3,3
8674,35,0,100,31
8673,27,13,67,24
8672,46,84,43,116
8671,21,4,161,34
8670,3,13,144,92
8669,23,49,36,11
8668,2,0,24,1
8667,20,13,150,38
8666,4,40,87,8
8665,2,25,56,2
8664,1,13,94,1
8663,19,29,60,12
8662,21,48,121,25
8661,3,14,85,14
8660,3,46,60,40
8659,37,37,91,164
8658,10,67,70,82
8657,11,17,45,11
8656,4,9,56,12
8655,1,11,62,1
8654,0,34,130,39
8653,5,22,157,28
8651,0,9,70,17
8650,44,28,66,8
8649,9,11,58,9
8648,67,61,51,2
8647,2,0,16,3
8646,68,41,0,32
8645,10,5,23,1
8644,0,0,7,1
8643,3,1,14,4
8642,12,28,5,24
8641,33,5,5,1
8640,4,74,15,88
8639,70,44,0,113
8638,7,12,79,10
8637,45,3,36,15
8636,29,13,60,4
8635,4,1,20,8
8634,6,1,27,1
8633,0,0,10,3
8632,5,0,30,8
8631,3,0,18,4
8630,5,11,56,17
8629,43,14,46,7
8628,0,0,21,5
8627,16,16,12,43
8626,0,22,22,43
8625,0,44,0,43
8624,0,0,44,43
8623,2,1,11,3
8622,25,19,132,13
8621,16,11,59,3
8620,107,30,19,12
8619,16,49,111,4
8618,18,40,123,26
8617,18,41,127,13
8616,1,3,14,1
8615,16,16,99,32
8614,95,19,53,21
8613,1,0,20,4
8612,2,3,23,8
8611,12,1,90,2
8610,11,45,46,1
8609,5,24,16,15
8608,2,18,33,12
8607,20,22,22,24
8606,0,0,19,6
8605,1,1,15,5
8604,2,4,29,8
8603,1,1,29,7
8602,5,4,55,9
8601,16,22,27,10
8600,0,25,4,6
8599,2,1,3,2
8598,1,1,2,1
8597,1,0,12,1
8596,3,5,26,33
8595,11,31,17,11
8594,9,6,5,19
8593,1,1,6,5
8592,0,0,8,5
8591,0,0,6,1
8590,32,20,16,28
8589,32,20,16,28
8588,17,10,23,10
8587,7,8,37,5
8586,10,22,78,13
8585,3,1,18,3
8584,10,22,94,12
8583,6,5,34,8
8582,0,0,92,91
8581,1,0,13,2
8580,5,6,1,5
8579,8,3,31,9
8578,1,0,13,2
8577,5,3,27,6
8575,164,25,3,189
8574,1,0,10,2
8573,5,15,14,9
8572,0,0,82,10
8571,24,0,0,1
8570,20,0,0,1
8569,51,19,8,6
8568,7,0,20,3
8567,2,26,7,17
8566,16,4,30,14
8565,5,14,99,18
8564,12,42,54,42
8563,20,28,80,31
8562,31,38,62,46
8561,24,0,94,38
8560,15,42,12,58
8559,62,31,33,65
8558,21,97,15,132
8557,13,55,16,13
8556,4,30,36,69
8555,10,8,78,3
8554,13,49,16,13
8553,0,0,59,32
8552,30,125,13,22
8551,122,0,44,1
8550,13,10,91,113
8549,25,0,107,131
8548,8,10,57,1
8547,0,45,58,1
8546,11,1,0,1
8545,1,1,16,5
8544,8,8,102,117
8543,24,8,127,3
8542,2,0,16,3
8541,1,0,16,2
8540,0,0,16,2
8539,23,4,53,5
8538,12,3,99,51
8537,14,0,4,17
8536,16,0,36,15
8535,7,8,31,8
8534,16,20,36,32
8533,47,75,36,24
8532,29,43,56,12
8531,4,6,66,32
8529,16,18,72,105
8528,5,9,47,6
8527,1,8,28,7
8526,23,5,54,38
8525,7,4,50,11
8524,8,0,40,47
8523,6,41,28,43
8522,9,51,20,15
8521,20,0,72,6
8520,1,4,33,35
8519,24,0,40,48
8518,10,6,35,35
8517,10,6,35,35
8516,7,0,44,14
8515,24,1,32,32
8514,37,0,24,11
8513,1,2,17,15
8512,12,4,48,11
8511,8,16,1,16
8510,18,1,61,1
8509,0,0,11,1
8508,0,0,18,1
8507,0,0,7,1
8506,50,22,0,6
8505,11,6,24,1
8504,1,1,2,3
8503,8,4,20,20
8502,3,2,65,3
8501,3,3,10,1
8500,16,16,3,1
8499,3,15,75,1
8498,12,1,69,14
8497,0,0,16,4
8496,0,0,10,2
8495,0,0,8,2
8494,0,0,6,3
8493,65,15,57,33
8492,6,1,36,9
8491,9,4,14,13
8490,8,11,69,13
8489,6,6,13,24
8488,14,50,36,15
8487,161,31,0,19
8486,33,0,33,1
8485,18,34,140,12
8484,11,24,0,1
8483,139,4,29,5
8482,47,35,58,6
8481,7,17,70,1
8480,19,8,7,9
8479,0,0,13,7
8478,9,17,58,1
8477,12,14,32,3
8476,4,2,12,7
8475,5,9,46,13
8474,38,26,9,2
8473,3,2,10,1
8472,15,12,79,1
8471,52,98,42,139
8470,6,6,24,12
8469,178,12,2,140
8468,13,19,3,17
8467,5,3,184,8
8466,4,0,11,4
8465,1,2,3,1
8464,94,21,55,10
8463,3,0,35,37
8462,2,17,17,7
8461,14,11,91,109
8460,3,0,25,1
8459,8,8,48,12
8458,30,53,49,2
8457,20,10,83,34
8456,28,32,67,2
8455,8,11,74,82
8454,39,41,52,11
8453,20,6,28,10
8452,0,2,23,24
8451,74,0,81,49
8450,23,2,3,23
8449,7,32,11,13
8448,9,0,26,1
8447,1,3,31,7
8446,9,7,50,34
8445,34,25,33,1
8444,8,0,20,8
8443,4,1,39,16
8442,11,6,3,1
8441,18,7,47,1
8440,12,5,23,20
8439,0,8,16,4
8438,32,0,4,33
8437,1,1,5,2
8436,15,28,4,4
8435,4,11,11,7
8434,8,5,14,26
8433,9,16,24,3
8432,5,4,6,14
8431,16,22,42,17
8430,6,5,31,31
8429,2,2,28,31
8428,1,3,24,6
8427,4,2,186,102
8426,16,16,80,111
8425,3,11,9,4
8424,4,1,60,24
8423,12,2,34,22
8422,11,1,0,4
8421,11,1,0,4
8420,0,5,4,2
8419,6,4,7,1
8418,2,2,5,4
8417,3,7,0,1
8416,5,5,17,21
8415,4,8,72,13
8414,4,8,72,13
8413,7,6,102,113
8412,6,49,26,1
8411,2,6,50,1
8410,15,5,80,19
8409,6,49,26,1
8408,6,15,100,120
8407,6,15,100,120
8406,5,8,54,17
8405,4,7,42,8
8404,5,10,5,1
8403,4,2,24,8
8402,17,17,158,1
8401,6,3,24,2
8400,0,55,9,1
8399,13,12,7,23
8398,3,2,31,2
8397,57,10,2,37
8396,11,4,11,25
8395,1,0,13,7
8394,33,0,16,5
8393,1,12,40,17
8392,0,0,131,20
8391,3,2,7,3
8390,29,34,129,6
8389,0,0,32,5
8388,15,24,25,6
8387,19,60,2,5
8386,6,6,14,11
8385,0,2,32,2
8384,4,5,100,48
8383,4,5,100,48
8382,99,46,47,10
8381,4,8,3,6
8380,16,10,51,11
8379,15,8,5,9
8378,0,126,66,14
8377,5,6,5,10
8376,4,11,13,1
8375,2,5,16,6
8374,9,4,87,12
8373,7,9,19,3
8372,3,2,29,6
8371,10,57,67,28
8370,4,4,8,4
8369,6,6,41,47
8368,0,0,12,11
8367,90,12,90,191
8366,6,9,7,1
8365,8,1,56,16
8364,42,33,18,6
8363,22,19,44,28
8362,21,0,24,6
8361,27,9,16,9
8360,67,2,55,123
8359,20,16,6,20
8358,4,4,0,2
8357,2,2,18,2
8356,6,3,24,1
8355,7,8,8,8
8354,0,6,15,6
8353,4,14,40,6
8352,4,14,40,6
8351,7,3,52,4
8350,4,6,17,5
8349,16,10,10,19
8348,5,2,5,5
8347,35,9,6,9
8346,1,0,10,1
8345,0,0,6,2
8344,1,1,2,1
8343,4,5,53,4
8342,0,28,28,5
8341,6,7,5,17
8340,5,5,7,8
8339,3,4,14,8
8338,0,0,16,15
8337,36,12,5,8
8336,3,0,9,9
8335,19,124,49,40
8334,5,3,9,1
8333,3,5,31,2
8332,3,5,31,2
8331,12,1,8,12
8330,20,17,13,9
8329,5,4,10,4
8328,8,5,70,1
8327,0,0,11,1
8326,10,4,37,6
8325,2,7,35,10
8324,3,14,2,3
8323,3,14,2,3
8322,4,2,93,17
8321,9,26,44,17
8320,8,8,33,12
8319,12,12,75,10
8318,16,21,83,8
8317,90,12,90,191
8316,10,48,22,11
8315,52,39,29,6
8314,40,44,108,2
8313,8,7,49,63
8312,19,14,101,7
8311,23,12,61,13
8310,6,2,23,3
8309,0,15,86,12
8308,26,23,41,36
8307,10,0,80,10
8306,8,37,35,2
8305,16,7,49,15
8304,32,18,8,9
8303,45,40,107,15
8302,54,27,33,4
8301,12,9,15,12
8300,48,48,23,62
8299,80,71,41,2
8298,20,81,91,2
8297,36,15,39,9
8296,0,0,71,2
8295,9,3,43,6
8294,52,0,48,51
8293,4,7,20,1
7293,0,0,5,2
7292,9,7,7,16
7291,54,12,14,2
7290,8,7,72,1
7289,16,0,47,16
7288,6,2,9,8
7287,5,10,38,17
7286,2,11,71,2
7285,65,59,10,10
7284,12,3,174,4
7283,8,18,6,7
7282,12,50,124,8
7281,48,4,2,2
7280,3,3,2,2
7279,53,60,28,2
7278,7,9,59,16
7277,46,35,111,13
7276,4,77,111,4
7275,0,4,48,34
7274,4,6,38,6
7273,10,1,5,2
7272,0,14,39,11
7271,49,42,1,32
7270,4,86,40,43
7269,8,19,1,4
7268,0,0,12,1
7267,4,6,12,4
7266,4,0,48,1
7265,14,3,27,4
7264,1,44,45,43
7263,49,42,1,32
7262,10,12,10,31
7261,87,12,7,55
7260,8,8,57,17
7259,20,28,50,1
7258,6,6,40,1
7257,6,28,60,1
7256,11,17,44,14
7255,11,17,44,14
7254,11,20,60,1
7253,1,2,64,19
7252,30,77,13,4
7251,4,4,17,24
7250,30,0,58,87
7249,22,85,85,191
7248,11,0,60,24
7247,5,10,49,3
7246,21,3,9,8
7245,4,40,80,87
7244,6,77,57,6
7243,3,6,71,79
7242,21,4,16,40
7241,60,16,0,17
7240,15,10,3,11
7239,66,67,7,138
7238,17,16,36,17
7237,7,65,7,15
7236,38,20,3,3
7235,1,2,6,2
7234,1,0,7,1
7233,0,1,7,1
7232,0,9,2,2
7231,5,21,43,22
7230,13,29,52,21
7229,168,20,4,184
7228,6,0,47,17
7227,37,91,7,88
7226,36,6,3,44
7225,33,23,36,91
7224,1,1,8,1
7223,16,62,20,62
7222,68,29,11,68
7221,6,0,19,24
7220,3,0,37,27
7219,19,15,47,19
7218,29,24,18,17
7217,0,12,64,75
7216,18,1,85,102
7215,15,11,75,26
7214,10,6,22,21
7213,2,5,66,34
7212,25,47,37,58
7211,0,17,50,17
7210,0,6,73,17
7209,0,2,36,22
7208,20,25,15,1
7207,10,17,20,22
7206,17,10,59,17
7205,30,56,42,62
7204,8,28,16,12
7203,13,9,79,5
7202,10,3,45,16
7201,6,5,26,1
7199,3,7,65,5
7198,1,2,8,1
7197,2,3,24,1
7196,3,2,49,1
7195,6,9,2,1
7194,7,5,29,3
7193,6,3,79,2
7192,7,15,170,191
7191,30,2,40,43
7190,29,2,40,43
7189,2,3,22,5
7188,4,3,48,8
7187,20,18,11,20
7186,46,10,8,22
7185,15,14,56,14
7184,19,19,66,11
7183,18,14,70,3
6184,49,30,59,53
6183,49,9,104,19
5183,56,12,62,45
5182,3,40,0,22
5181,0,67,44,1
5180,15,29,19,3
5179,2,3,16,1
5178,94,82,4,24
5177,0,0,11,2
5176,0,0,40,4
5175,16,0,34,1
5174,97,0,95,8
5173,7,1,2,1
5172,8,6,1,13
5171,0,0,5,4
5170,0,0,7,2
5169,107,4,0,3
5168,28,14,37,1
5167,78,0,0,7
5166,12,29,33,73
5165,20,68,104,113
5164,91,28,73,16
5163,18,15,49,2
5162,4,3,135,4
5161,12,0,16,12
5160,1,6,19,24
5159,1,0,10,2
5158,18,15,49,2
5157,15,30,136,2
5156,8,8,18,4
5155,81,38,61,10
5154,156,15,3,4
5153,41,53,30,1
5152,0,12,120,131
5151,34,29,129,16
5150,30,0,4,4
5149,22,31,44,1
5148,148,18,26,19
5147,41,0,56,16
5146,29,12,56,41
5145,30,50,42,2
5144,17,17,15,48
5143,14,20,60,92
5142,11,8,14,32
5141,4,1,2,6
5140,20,14,13,1
5139,2,2,7,2
5138,36,12,36,26
5137,1,16,78,66
5136,1,1,9,1
5135,11,0,65,9
5134,0,0,14,1
5133,25,7,18,7
5132,6,6,6,11
5131,0,0,16,15
5130,0,0,9,6
5129,1,0,21,12
5128,0,0,10,1
5127,0,0,32,2
5126,0,0,35,2
5125,1,0,191,1
5124,3,1,84,37
5123,28,1,2,3
5122,21,15,15,50
5121,13,22,15,13
5120,30,23,36,25
5119,6,15,11,1
5118,42,104,11,95
5117,55,36,53,75
5116,1,3,8,3
5115,39,37,76,143
5114,26,26,47,4
5113,38,40,1,41
5112,6,47,25,5
5111,147,6,27,85
5110,2,27,31,2
5109,0,0,32,31
5108,24,0,0,1
5107,0,0,8,7
5106,4,4,4,11
5105,2,14,0,15
5104,0,0,12,11
5103,1,2,15,3
5102,2,1,10,3
5101,0,20,16,4
5100,4,4,7,4
5099,22,1,4,26
5098,1,1,18,2
5097,15,24,49,11
5096,6,3,24,3
5095,0,0,32,14
5094,12,12,12,12
5093,2,0,101,8
5092,0,34,23,1
5091,31,16,0,4
5090,0,46,0,6
5089,5,0,47,16
5088,35,8,5,6
5087,0,0,20,3
5086,4,1,8,4
5085,9,11,87,7
5084,2,0,7,3
5083,0,0,7,1
5082,2,2,5,1
5081,4,4,44,4
5080,0,0,4,1
5079,2,6,7,3
5078,14,9,1,9
5077,51,14,111,39
5076,36,0,0,9
5075,13,65,28,19
5074,6,66,66,11
5073,32,34,20,20
5072,0,0,73,12
5071,81,48,52,24
5070,2,0,44,10
5069,16,8,12,11
5068,10,12,13,34
5067,7,2,21,2
5066,6,8,39,1
5065,6,6,6,12
5064,0,20,4,4
5063,0,0,16,4
5062,10,10,13,32
5061,3,3,29,1
5060,0,0,19,6
5059,3,3,13,6
5058,19,1,1,3
5057,3,1,16,7
5056,6,5,5,1
5055,5,1,61,1
5054,7,7,2,4
5053,51,26,12,13
5052,18,12,72,13
5051,1,36,4,5
5050,0,0,4,1
5049,0,0,8,7
5048,1,0,20,4
5047,0,0,12,1
5046,4,0,20,4
5045,32,13,16,56
5044,14,5,39,5
5043,2,0,35,7
5042,4,0,13,6
5041,3,3,9,5
5040,7,4,7,2
5039,10,10,70,89
5038,0,0,14,5
5037,32,4,108,1
5036,9,20,60,88
5035,0,0,40,1
5034,6,11,102,19
5033,13,4,5,5
5032,75,12,92,84
5031,16,36,3,11
5030,17,13,150,14
5029,44,14,14,14
5028,1,7,8,3
5027,2,5,2,2
5026,1,2,12,3
5025,1,7,5,6
5024,1,3,16,3
5023,15,11,138,7
5022,0,0,20,9
5021,6,6,132,143
5020,84,21,16,4
5019,16,16,64,24
5018,4,8,4,4
5017,8,9,21,12
5016,0,0,192,1
5015,2,1,12,1
5014,7,10,9,11
5013,12,0,24,4
5012,49,2,57,6
5011,0,2,7,1
5010,9,0,24,1
5009,28,6,37,70
5008,13,5,77,1
5007,96,96,0,33
5006,0,23,153,174
5005,23,18,2,7
5004,24,5,0,7
5003,53,22,117,1
5002,6,27,159,107
5001,24,0,168,98
5000,12,7,5,5
4999,22,9,27,9
4998,1,6,6,3
4997,93,56,43,45
4996,25,32,50,8
4995,55,1,88,11
4994,23,0,13,1
4993,0,0,14,1
4992,0,0,16,1
4991,44,112,20,79
4990,0,171,21,20
4989,101,14,14,14
4988,146,29,17,63
4987,5,1,14,2
4986,64,64,64,8
4985,9,43,14,63
4984,38,36,16,6
4983,4,18,38,40
4982,1,82,73,87
4981,1,15,110,110
4980,6,9,21,25
4979,16,16,136,167
4978,68,62,62,1
4977,9,11,60,44
4976,0,0,34,13
4975,28,37,75,7
4974,0,0,13,12
4973,0,0,35,34
4972,0,0,81,9
4971,5,12,11,3
4970,7,22,8,2
4969,0,0,10,9
4968,31,5,0,1
4967,8,16,0,2
4966,30,0,0,4
4965,192,0,0,4
4964,12,12,57,24
4963,9,27,9,9
4962,20,86,86,19
4961,3,0,16,3
4960,7,4,36,4
4959,0,44,0,2
4958,17,0,175,1
4957,44,60,88,12
4956,25,0,143,167
4955,20,12,6,35
4954,25,18,25,24
4953,22,14,6,27
4952,4,6,85,93
4951,34,34,20,13
4950,8,8,4,9
4949,12,20,4,21
4948,34,78,80,19
4947,12,0,78,1
4946,0,44,46,10
4945,0,0,22,21
4944,3,2,21,13
4943,26,0,0,23
4942,1,0,13,13
4941,1,0,11,2
4940,4,0,13,5
4939,20,8,8,35
4938,0,1,86,86
4937,0,0,87,86
4936,27,5,105,136
4935,0,0,12,3
4934,4,11,16,1
4933,73,35,16,15
4932,24,57,22,37
4931,20,2,1,6
4930,5,36,51,6
4929,12,24,61,25
4928,20,21,0,40
4927,12,17,48,35
4926,7,6,47,59
4925,44,32,0,19
4924,2,2,37,3
4923,16,16,50,15
4922,12,17,48,3
4921,12,12,53,44
4920,8,8,14,13
4919,64,48,48,159
4918,70,22,84,175
4917,13,17,42,70
4916,0,0,69,2
4915,11,12,101,23
4914,9,12,77,25
4913,11,11,170,93
4912,0,18,84,4
4911,1,28,16,8
4910,42,24,31,30
4909,10,52,0,9
4908,9,0,49,4
4907,0,4,51,51
4906,33,0,15,15
4905,0,2,25,26
4904,44,20,24,44
4903,2,0,13,14
4902,2,10,21,5
4901,0,0,24,22
4900,28,1,29,57
4899,11,1,74,1
4898,6,5,6,1
4897,6,1,84,1
4896,11,37,37,38
4895,0,0,24,8
4894,13,0,73,8
4893,0,49,87,135
4892,14,11,64,14
4891,1,0,135,135
4890,8,50,42,16
4889,1,0,135,135
4888,8,0,110,117
4887,1,13,55,67
4886,6,9,57,71
4885,27,53,0,79
4884,6,9,57,71
4883,0,5,35,12
4882,39,0,0,1
4881,19,0,77,19
4880,9,7,63,78
4879,20,0,71,90
4878,6,15,84,22
4877,58,27,36,16
4876,16,0,98,16
4875,9,93,0,101
4874,9,93,0,101
4873,31,1,32,6
4872,15,15,51,30
4871,37,5,3,17
4870,3,42,52,1
4869,16,2,44,4
4868,3,45,55,1
4867,5,2,52,11
4866,0,0,180,10
4865,12,90,0,101
4864,17,0,84,1
4863,48,64,80,12
4862,19,19,70,23
4861,15,7,83,6
4860,13,6,141,6
4859,4,0,13,4
4858,25,19,31,15
4857,3,8,20,2
4856,3,2,135,139
4855,0,0,94,93
4854,4,10,81,44
4853,11,37,37,38
4852,18,12,19,13
4851,15,15,98,127
4850,33,15,30,33
4849,7,21,33,10
4848,7,21,33,13
4847,1,0,7,2
4846,22,1,19,1
4845,1,0,13,2
4844,28,82,4,12
4843,8,4,43,12
4842,9,5,83,20
