puzzleid,difficulty,players_solved,min_sol_len,likes,dislikes
9910,2.83,11,11,4,0
9909,1.6,39,7,5,1
9908,2.75,9,6,1,1
9907,1.37,208,5,21,0
9906,1.38,83,6,11,3
9905,3.67,4,27,1,0
9904,1.19,286,5,41,11
9903,1.78,28,12,6,2
9902,1.67,41,7,6,2
9898,1.35,176,5,16,1
9897,1.59,57,5,10,1
9896,1.38,87,15,9,4
9895,1.75,36,7,5,1
9894,1.31,112,15,13,12
9893,3,3,21,0,0
9892,3,7,9,1,0
9891,1.44,63,5,7,4
9890,3.14,13,17,5,0
9889,1.26,129,5,22,4
9888,1.16,256,4,40,13
9887,1.58,97,5,5,1
9886,2.57,15,10,4,0
9885,2.09,26,13,5,1
9884,2,19,11,5,0
9883,3.33,4,26,1,0
9882,1.91,30,11,7,3
9881,3,6,18,3,0
9880,1.83,35,9,9,1
9879,1.88,84,9,20,0
9878,1.47,47,6,6,2
9877,1.89,24,8,5,0
9876,1.82,29,6,6,2
9875,1.2,290,4,55,13
9874,1.71,62,5,9,0
9873,1.69,52,6,8,0
9872,1.75,78,9,12,0
9871,1.58,53,6,8,0
9870,1.5,43,9,4,2
9869,1.53,60,4,11,4
9868,2,5,12,1,0
9867,2.33,15,14,4,0
9866,3,3,31,0,0
9865,3,3,30,0,0
9864,1.58,40,10,6,1
9863,3.5,8,15,3,0
9862,1.57,71,7,8,0
9861,1.89,24,16,4,0
9860,1.5,49,6,8,1
9859,1.58,49,6,6,0
9858,1.9,29,10,5,1
9857,1.91,28,5,5,2
9856,1.55,45,6,5,2
9855,1.6,40,7,6,1
9854,1.83,31,5,6,2
9853,1.2,190,3,32,7
9852,1.29,103,5,17,8
9851,1.6,104,5,14,1
9850,1.82,31,7,8,1
9849,3,6,7,3,0
9848,3,3,10,2,1
9847,1.35,65,4,6,5
9846,1.87,98,5,16,0
9845,1.47,53,6,9,4
9844,1.36,62,5,7,4
9843,1.29,82,5,10,7
9842,1.46,47,4,8,4
9841,1.29,102,4,15,11
9840,4,2,19,0,0
9839,1.5,47,8,7,0
9838,1.38,44,4,5,10
9837,2,17,9,2,0
9836,2.22,17,14,7,0
9835,2.06,42,10,10,0
9834,1.88,25,7,3,1
9833,1.53,113,5,13,0
9832,2.43,16,10,3,0
9831,1.71,36,7,7,2
9830,3.4,11,16,4,0
9829,2.29,20,6,5,0
9828,2.29,17,10,3,0
9827,3,6,19,2,0
9826,2.11,18,14,3,4
9825,2.67,15,8,2,0
9824,2.67,11,20,2,0
9823,1.21,132,4,19,7
9822,3,12,17,3,0
9821,3,2,16,0,0
9820,2.83,10,15,3,0
9819,3.2,9,13,2,0
9818,2.33,11,14,2,0
9817,1.73,55,7,10,2
9816,3,4,23,0,0
9815,3,3,19,0,0
9814,2.5,11,13,4,0
9813,2.8,10,7,2,0
9812,3,9,16,2,0
9811,2.5,6,12,3,0
9810,2.25,12,12,3,0
9809,2.33,14,12,2,0
9808,1.92,54,5,10,0
9807,1.5,49,14,7,1
9806,3,10,8,3,0
9805,3.17,10,12,6,0
9804,1.69,35,7,4,2
9803,3.5,3,25,2,0
9802,2.11,24,7,4,1
9801,1.57,115,5,16,1
9800,3.33,5,13,2,0
9799,1.35,84,4,7,4
9798,2.7,14,14,5,0
9797,1.8,32,7,5,2
9796,1.3,120,8,19,2
9795,1.59,77,8,13,2
9794,1.18,260,4,49,9
9793,1.38,70,9,6,7
9792,1.56,42,7,6,2
9791,1.8,34,6,5,1
9790,1.26,125,5,20,9
9789,1.33,161,4,25,7
9788,2.5,20,9,8,0
9787,1.27,194,4,29,10
9786,1.82,50,10,6,0
9785,1.58,45,6,6,1
9784,1.35,160,4,22,9
9783,1.26,145,8,15,15
9782,2.4,44,8,7,1
9781,1.32,103,4,15,6
9780,1.67,40,5,8,1
9779,1.26,128,5,19,6
9778,1.26,110,4,26,7
9777,1.48,126,5,20,2
9776,1.35,117,6,17,3
9775,1.55,45,6,5,1
9774,1.47,74,7,10,2
9773,1.6,34,13,4,3
9772,1.5,56,6,9,2
9771,1.92,35,4,7,2
9770,1.89,25,4,4,2
9769,1.8,34,16,5,5
9768,1.6,42,16,5,4
9767,1.78,37,5,5,2
9766,1.19,172,4,29,9
9765,3.29,12,26,4,0
9764,3.36,20,18,8,0
9763,2,17,21,4,3
9762,1.86,26,12,5,1
9761,1.67,61,6,8,3
9760,2.91,13,12,9,0
9759,3,6,15,2,0
9758,3,3,16,1,0
9757,2.38,16,14,3,0
9756,1.89,23,7,2,0
9755,1.45,57,4,9,9
9754,4,3,13,1,0
9753,1.28,87,5,11,8
9752,2.4,13,15,2,0
9751,1.58,79,7,16,3
9750,1.78,26,7,2,2
9744,1.69,180,8,26,1
9743,3,5,13,2,0
9742,3,7,12,3,0
9741,2.67,13,13,4,0
9740,1.78,33,5,5,1
9739,2.13,14,16,3,3
9738,2.29,10,14,1,2
9737,1.26,116,5,16,9
9736,2.43,13,14,4,1
9735,3,5,10,2,0
9734,2.33,4,12,1,0
9733,3,8,11,4,0
9732,3.36,17,16,7,0
9731,3.33,10,21,4,0
9730,1.82,24,8,7,2
9729,4,2,17,1,0
9728,1.82,42,5,6,1
9727,1.67,34,4,5,3
9726,3,3,15,0,0
9725,3,6,18,1,0
9724,2.5,11,12,2,0
9723,3,4,12,0,0
9722,2.67,14,7,3,0
9721,1.44,54,6,9,1
9720,1.44,67,5,9,4
9719,3.5,10,10,5,0
9718,1.58,43,8,9,1
9717,1.47,57,7,9,1
9716,1.5,41,7,5,4
9715,3,2,14,0,0
9714,3.4,9,11,4,0
9713,2.11,17,15,5,0
9712,2.43,13,11,5,0
9711,3.2,10,15,3,0
9710,1.3,79,4,11,6
9709,3,6,12,1,0
9708,2.6,9,12,2,0
9707,2.08,32,5,4,6
9706,1.71,46,5,6,6
9705,2.38,14,7,6,1
9704,1.75,29,6,3,2
9703,1.86,62,6,10,1
9702,1.79,41,5,5,6
9701,1.47,54,4,11,2
9700,1.36,58,7,4,5
9699,3,8,7,1,0
9698,3,9,19,3,1
9697,2.5,15,12,4,0
9696,2,17,8,3,1
9695,1.3,122,14,11,12
9694,2.4,9,10,3,0
9693,1.67,40,6,3,1
9692,3.33,4,12,1,0
9691,1.73,42,12,7,4
9690,1.45,61,4,5,10
9689,1.55,52,11,4,4
9688,3,4,22,1,0
9687,1.26,136,5,22,9
9686,1.34,136,5,19,7
9685,1.57,61,6,10,3
9684,1.82,26,5,7,2
9683,3.67,7,8,2,0
9682,1.69,43,8,6,8
9681,1.45,108,4,14,3
9680,1.5,80,8,12,1
9679,1.6,45,10,9,1
9678,1.29,76,14,10,3
9677,1.6,66,5,8,4
9676,1.64,78,9,10,0
9675,1.5,56,6,5,7
9674,1.58,44,8,6,1
9673,1.35,144,4,24,7
9672,1.73,80,9,10,0
9671,1.43,63,5,5,7
9670,1.39,117,4,18,5
9669,1.35,84,12,9,5
9668,1.36,73,11,5,7
9667,1.29,73,5,5,10
9666,1.57,19,5,0,5
9665,2.83,11,20,3,0
9664,3,7,20,2,0
9663,2.86,13,20,4,0
9662,3,6,8,0,0
9661,1.75,25,11,6,2
9660,1.3,81,5,7,11
9659,1.32,76,5,8,10
9658,3,7,7,0,0
9657,1.83,62,8,7,5
9656,2.29,52,7,15,0
9655,1.3,119,13,18,10
9654,1.58,33,18,5,2
9653,2.2,17,20,3,0
9652,3,4,33,1,0
9651,3.5,6,14,1,0
9650,2.25,8,9,1,0
9649,3,5,16,2,0
9648,1.28,135,5,22,10
9647,2.33,12,13,4,0
9646,2.33,9,7,0,1
9645,1.5,42,17,5,5
9644,1.6,58,4,10,2
9643,2.2,9,11,1,0
9642,1.64,25,17,3,6
9641,1.42,106,4,9,13
9640,2.1,19,7,3,0
9639,1.32,72,6,8,3
9637,2,2,20,0,1
9636,1.59,53,5,6,5
9635,1.5,55,6,4,4
9634,1.67,41,11,4,3
9633,1.63,56,4,9,2
9632,1.82,33,7,4,2
9631,1.59,153,9,17,1
9630,1.77,39,12,7,3
9629,1.64,30,7,4,2
9628,1.54,41,20,3,4
9627,1.69,38,5,10,1
9626,2.25,14,16,4,1
9625,1.53,48,12,8,1
9624,2.33,12,9,4,0
9623,1.53,57,5,9,2
9622,1.35,90,4,8,8
9621,1.57,42,5,9,2
9620,2.17,35,8,10,0
9619,1.75,37,5,8,1
9618,3,5,19,1,0
9617,1.33,88,6,12,4
9614,2.08,18,13,6,1
9613,2,22,9,5,0
9612,1.21,109,4,13,8
9611,1.53,58,6,7,4
9610,1.79,56,12,6,3
9609,3.17,9,20,3,0
9608,1.71,57,9,8,1
9607,1.47,68,6,8,4
9606,2.1,16,13,6,1
9605,2.21,81,5,12,1
9601,4,2,13,0,0
9600,1.38,205,4,23,3
9591,3.75,5,20,2,0
9590,3,10,13,3,0
9589,2.17,34,12,8,0
9588,1.8,32,4,5,2
9587,2.19,53,10,11,0
9586,1.67,87,4,11,1
9585,1.38,55,8,8,1
9584,2.5,13,13,2,1
9583,2,21,13,5,1
9582,1.35,103,7,10,4
9581,2.5,10,9,4,0
9580,3,8,25,3,0
9579,2.8,6,21,2,0
9578,3.43,8,24,5,0
9577,1.5,116,4,8,5
9576,1.35,130,6,13,3
9575,1.59,115,6,13,6
9574,3,4,20,1,0
9573,2.94,23,10,13,0
9572,4,4,13,1,0
9571,3,8,21,4,0
9570,3,10,21,4,0
9569,1.92,60,6,8,0
9568,2.38,18,10,4,0
9567,2.75,5,23,2,0
9566,2,7,11,2,1
9565,3.25,5,34,2,0
9564,4,2,14,1,0
9563,3,4,16,0,0
9562,2.83,11,14,5,0
9561,1.67,112,6,15,5
9560,1.35,145,6,16,4
9559,3,5,11,3,0
9558,1.24,186,4,20,11
9557,4,2,20,0,0
9556,2.5,7,17,1,0
9555,3,6,15,0,1
9554,4,2,22,1,0
9553,3.67,7,24,4,0
9552,3,5,27,0,0
9551,2.82,16,15,6,0
9550,3,9,18,4,0
9549,2.44,13,20,5,0
9548,1.75,33,6,8,2
9547,1.91,36,6,6,0
9546,3.5,8,13,5,0
9545,2.83,9,12,4,0
9544,1.89,25,10,3,1
9543,1.64,32,15,7,0
9542,3.14,11,19,5,0
9541,3,8,23,2,0
9540,3,13,6,2,0
9539,2.5,11,7,2,0
9538,1.56,56,8,11,2
9537,2.86,11,10,3,0
9536,3,12,17,5,0
9535,3,3,12,0,0
9534,1.85,35,11,5,1
9533,2.75,12,17,3,0
9532,2.67,11,11,2,0
9531,2.25,15,15,3,0
9530,3.75,5,10,3,0
9529,2.38,14,13,4,0
9528,2.57,13,21,4,0
9527,2.75,7,15,0,1
9526,3,2,19,1,0
9525,2.83,9,19,2,1
9524,2,3,18,0,0
9523,2.33,13,16,3,0
9522,2.57,14,14,4,0
9521,2.67,16,16,4,0
9520,2.67,4,23,1,0
9519,3,3,29,0,0
9518,2.67,6,17,1,0
9517,2.25,9,13,2,0
9516,2.83,12,16,4,0
9515,2.08,23,13,4,1
9514,1.53,54,6,9,3
9513,2.67,18,7,4,0
9512,1.86,12,16,4,0
9511,2.5,19,6,5,0
9510,2.22,17,6,2,2
9509,2.57,12,15,3,1
9508,2.5,8,8,4,1
9507,2.67,17,8,4,0
9506,2.44,17,8,5,1
9505,2.88,17,17,9,0
9504,2,16,11,3,2
9503,1.8,32,6,6,1
9502,2.13,20,19,3,0
9501,1.88,29,7,2,2
9500,1.53,69,13,11,5
9499,2.5,13,14,2,1
9498,1.58,35,10,6,1
9497,2.92,17,15,7,1
9496,2.86,11,7,4,0
9495,3.2,7,20,2,0
9494,1.43,64,10,9,1
9493,1.48,134,4,16,12
9492,1.47,78,7,16,2
9491,3,4,8,1,0
9490,4,6,10,2,0
9489,1.84,152,4,23,2
9488,1.46,149,5,29,8
9487,2.05,102,6,20,3
9486,1.52,190,8,24,1
9485,1.76,105,5,19,2
9484,3.4,6,19,5,0
9483,3,5,14,2,0
9482,1.24,170,6,34,4
9481,2.25,19,17,6,0
9480,2.25,19,11,4,0
9479,2.57,10,14,4,0
9478,2.6,15,18,5,0
9477,2.5,7,12,2,0
9476,2.33,19,8,4,0
9475,3,5,13,1,0
9474,3.33,6,23,1,0
9473,1.54,50,6,8,1
9472,3.5,8,8,3,0
9471,2.1,22,7,3,0
9470,2.1,22,7,4,0
9469,2.22,20,7,3,0
9468,4,5,10,2,0
9467,4,5,10,1,1
9466,4,3,18,1,0
9465,3.5,7,12,2,0
9464,4,4,13,1,0
9463,2.75,8,14,3,0
9462,1.83,38,8,8,0
9461,3,3,21,1,0
9460,3,4,9,0,0
9459,3.6,8,24,3,0
9458,3,4,18,0,0
9457,3.75,6,28,1,0
9456,1.7,28,7,2,2
9455,2.4,12,6,2,0
9454,1.5,12,9,1,0
9453,2.33,18,4,3,2
9452,3,3,18,0,0
9451,3,7,25,1,0
9450,4,4,18,1,0
9449,3.67,6,12,0,0
9448,3,10,18,1,0
9447,2.8,7,40,2,1
9446,1.82,32,8,8,1
9445,4,2,13,0,0
9444,3.6,8,8,2,0
9443,3,6,9,0,0
9441,2.41,48,12,19,1
9440,2.6,10,12,1,0
9439,2.63,12,21,3,0
9438,2.3,24,7,6,0
9437,3.2,9,8,2,0
9436,2.5,11,8,1,0
9435,3,3,9,1,0
9434,1.75,36,6,6,2
9432,1.86,24,7,3,1
9431,2.11,28,6,5,0
9423,2.67,19,17,5,1
9422,2.1,28,4,5,0
9421,2.5,11,20,2,0
9420,4,2,12,0,0
9419,2,61,12,9,0
9418,3,4,11,1,0
9417,2.67,8,13,3,1
9416,3,7,7,2,0
9415,4,3,24,0,0
9413,2.67,7,33,2,1
9412,1.73,37,9,5,2
9411,2.43,9,28,4,0
9410,3,7,14,2,0
9409,3.2,6,31,2,0
9408,3,9,14,3,0
9407,3,3,25,0,1
9406,3,8,22,3,0
9405,2.44,15,14,5,0
9404,2.67,5,12,2,0
9403,2.56,16,11,5,0
9402,1.9,26,5,3,2
9401,1.83,19,4,0,3
9400,2.38,27,10,9,0
9396,3,6,8,1,1
9395,3,14,20,3,0
9394,1.62,47,5,7,2
9393,2.75,8,13,1,0
9392,2.67,17,11,5,0
9391,2.13,20,7,4,0
9390,2,29,6,5,1
9389,1.5,55,5,8,4
9388,3.25,5,22,2,0
9387,3.5,4,19,0,0
9386,3.5,4,19,2,0
9385,3.33,5,15,1,0
9384,2.57,12,16,5,1
9383,3,9,19,3,0
9382,3,3,20,0,0
9381,3.25,5,23,2,0
9380,2.4,17,8,4,0
9379,1.79,43,6,4,3
9378,3.25,7,20,2,0
9377,2.25,5,15,1,0
9376,2.8,12,19,5,0
9375,2.5,10,13,1,0
9374,4,2,37,0,0
9373,2.5,13,19,5,0
9372,1.73,45,5,8,1
9371,2.75,8,19,2,1
9370,2.75,6,19,2,0
9369,2.13,22,8,5,0
9368,1.38,117,5,16,8
9367,3.33,4,18,1,0
9366,3.33,4,26,2,0
9365,1.8,35,5,6,2
9364,3,3,24,0,0
9363,2.67,10,22,2,0
9362,2.09,21,8,1,6
9361,2.38,17,22,2,1
9360,4,4,22,1,1
9359,2.33,17,16,6,1
9358,2.33,9,16,3,0
9357,3.33,6,13,2,0
9356,2.67,6,15,1,0
9355,1.82,31,13,4,2
9354,3,4,16,0,0
9353,2.5,11,12,4,0
9350,2.71,12,26,2,0
9349,4,4,13,1,0
9348,4,4,23,2,0
9347,2.5,15,11,3,1
9346,3.4,9,19,1,1
9345,1.57,54,9,8,1
9344,2.86,12,12,4,0
9341,3.25,5,21,1,0
9340,3,7,22,3,0
9339,3.14,10,17,5,0
9338,1.92,75,5,15,3
9334,2.14,12,10,3,1
9333,2.4,10,10,2,0
9332,1.27,139,5,19,5
9331,3.25,6,20,2,0
9330,1.9,27,14,4,2
9329,1.5,62,4,6,4
9328,3,3,14,1,0
9327,1.9,32,10,4,3
9326,2.67,7,12,1,0
9325,3.25,8,24,3,0
9324,2.88,13,13,5,0
9323,3.5,3,15,1,0
9322,1.38,146,7,26,7
9321,2.67,9,8,1,0
9320,2,20,5,5,2
9319,1.67,39,5,8,2
9318,1.73,30,8,5,1
9317,3.33,4,13,1,1
9316,2.36,22,13,7,0
9315,3,2,10,0,0
9314,3,14,25,6,0
9313,2.64,12,8,6,1
9312,1.91,22,4,3,4
9311,2,18,14,2,2
9310,2.14,19,8,3,2
9309,1.86,28,8,3,4
9308,2,24,6,2,5
9307,1.86,42,10,11,1
9306,4,3,13,1,0
9305,2.75,13,18,5,0
9304,3.2,6,15,4,0
9303,1.23,168,5,23,8
9302,1.86,64,6,15,3
9301,2.09,26,7,4,0
9300,1.64,44,4,5,4
9299,2.25,15,17,4,1
9298,2.44,15,10,5,0
9297,2,25,15,3,1
9296,2.08,30,8,7,0
9295,2.13,16,13,6,1
9294,1.88,21,8,5,1
9293,2.8,14,5,5,2
9292,2.4,17,19,6,1
9291,2.1,22,16,5,0
9290,1.24,120,4,20,9
9289,3,8,23,5,0
9288,3,2,13,0,0
9287,3,14,20,4,0
9286,3.14,11,18,5,0
9285,1.73,31,20,5,4
9284,1.71,44,5,8,2
9283,1.85,40,11,4,6
9282,2.08,23,4,7,2
9281,1.91,29,7,5,0
9280,1.59,69,12,15,2
9279,1.64,45,4,8,2
9278,2.56,16,5,4,1
9277,2.38,14,5,3,1
9276,2.63,17,8,5,0
9275,2.57,13,10,5,0
9274,2.67,11,15,3,0
9273,2.22,19,17,5,0
9272,2.2,22,17,6,1
9271,3.67,5,9,1,1
9270,2.13,22,13,5,1
9269,2.22,18,12,6,1
9268,1.28,318,5,53,12
9267,1.37,327,5,43,16
9266,1.84,141,6,22,0
9265,1.77,37,9,8,1
9264,4,2,18,0,0
9263,3.4,9,17,3,0
9262,2.5,5,10,1,0
9261,1.8,29,4,7,3
9260,1.69,42,5,6,1
9259,2.2,22,8,5,0
9258,1.83,48,11,8,1
9257,1.25,56,4,8,13
9256,2.29,18,11,5,0
9255,2.33,15,15,5,1
9254,1.35,80,8,9,3
9253,3,3,18,1,0
9252,2.17,15,11,1,0
9251,1.69,40,5,6,2
9250,1.64,37,6,8,3
9249,3,7,20,3,0
9248,3.33,4,30,1,0
9247,2.07,38,10,8,0
9246,4,2,11,1,0
9245,1.65,44,6,9,2
9244,2.8,11,23,3,0
9243,2.33,18,14,5,0
9242,1.3,102,12,14,6
9241,1.94,35,7,4,7
9240,2,23,5,3,2
9239,1.58,65,9,10,3
9238,2.67,11,22,1,0
9237,1.71,35,5,8,2
9236,1.77,32,6,6,2
9235,1.71,38,5,8,2
9234,3.17,8,16,3,0
9233,1.73,41,5,8,3
9232,3.2,11,24,3,0
9231,1.32,131,11,13,3
9230,1.3,126,4,19,4
9229,2.17,37,6,10,2
9228,1.35,82,6,11,3
9227,1.47,110,10,17,7
9226,2.6,7,16,0,1
9225,1.55,35,14,5,2
9224,1.55,39,13,5,2
9223,3,2,18,0,0
9222,4.67,4,21,3,0
9221,1.69,36,6,5,2
9220,3.14,9,22,5,0
9219,1.57,114,7,14,4
9218,1.56,23,4,2,7
9217,1.37,73,5,9,6
9216,1.33,43,5,5,10
9215,1.3,230,4,33,5
9214,3.17,8,18,4,0
9213,1.79,29,5,7,2
9212,1.75,69,6,8,2
9211,1.56,69,6,11,4
9210,2.75,6,16,1,0
9209,2.75,17,12,7,0
9208,1.46,292,5,36,3
9207,1.88,21,19,3,3
9206,1.67,49,7,7,3
9205,1.64,43,5,7,2
9204,2.71,12,18,4,1
9203,1.56,41,5,8,2
9202,1.69,38,5,2,5
9201,3.25,6,11,1,1
9200,3,3,19,0,0
9199,2.6,8,21,3,0
9198,2.67,6,20,2,0
9197,1.9,38,7,7,2
9196,2,85,7,19,1
9195,2.14,27,4,6,2
9194,3,24,14,11,0
9193,1.79,37,8,7,2
9192,1.38,113,5,12,12
9191,1.35,86,4,17,3
9190,3.5,3,25,0,1
9189,2.33,14,9,3,2
9188,1.27,105,16,12,13
9187,3,5,20,1,0
9186,3,5,23,1,0
9185,3,5,22,1,0
9184,1.53,50,6,9,3
9183,3.25,7,25,2,0
9182,2.5,6,14,2,0
9181,2.67,10,13,4,0
9180,2.9,12,9,8,0
9179,1.43,29,14,2,7
9178,1.45,125,7,21,3
9177,1.83,96,12,13,0
9176,1.37,178,5,19,9
9175,1.24,129,13,19,11
9174,1.79,33,6,6,4
9173,2.29,14,11,4,0
9172,1.44,65,9,9,3
9171,2.2,9,13,1,0
9170,3,9,24,4,0
9169,2.11,15,19,5,0
9168,2.83,11,22,4,0
9167,1.82,129,5,15,0
9166,3.25,5,18,3,0
9165,3,3,25,0,0
9164,1.8,33,12,5,6
9163,1.48,76,6,11,3
9162,3.1,15,14,8,0
9161,1.32,78,7,11,3
9160,1.39,73,7,7,3
9159,3,5,22,0,0
9158,1.9,22,17,6,0
9157,3,3,26,1,0
9156,2.83,9,15,3,0
9155,2.67,10,17,4,0
9154,1.57,42,6,8,3
9153,1.44,55,9,6,7
9152,2.67,10,18,1,0
9151,1.62,33,10,5,6
9150,2.25,16,13,5,1
9149,1.9,24,11,6,1
9148,1.62,42,8,8,2
9147,1.84,125,4,15,1
9146,3.4,7,27,3,0
9145,2.71,11,25,3,0
9144,1.82,91,7,17,7
9143,1.35,106,4,15,6
9142,1.39,153,4,23,12
9141,1.33,176,4,32,11
9140,1.33,120,9,17,4
9139,2,18,11,3,0
9138,1.6,49,16,2,6
9137,1.32,145,6,22,4
9136,2.4,9,12,1,0
9135,3,7,23,2,0
9134,2.5,13,21,2,1
9133,2.25,6,15,1,0
9132,2.86,34,20,12,0
9131,1.54,41,7,3,8
9130,3,8,29,4,0
9129,1.56,66,6,9,5
9128,2,24,17,3,0
9127,3.5,4,9,0,0
9126,1.41,65,5,9,5
9125,1.29,88,5,15,5
9124,2.5,11,7,0,1
9123,3,10,7,1,0
9122,2.38,19,17,4,0
9121,2.83,14,7,2,0
9120,3,2,24,0,0
9119,1.75,27,14,5,1
9118,1.28,257,5,49,11
9117,2,4,20,2,0
9116,1.67,15,15,0,2
9115,1.71,16,15,0,2
9114,2.17,13,20,2,1
9113,2,23,20,6,0
9112,1.26,109,9,14,7
9111,2.5,12,20,2,0
9110,2.4,7,24,2,0
9109,1.3,202,4,35,9
9108,2.75,14,14,4,0
9107,2.5,8,15,4,0
9106,2.6,12,24,2,0
9105,4,4,35,2,0
9104,1.35,194,5,19,13
9103,2.5,12,20,1,1
9102,1.69,29,15,6,1
9101,1.67,52,7,4,5
9100,3.25,6,22,2,0
9099,3.75,5,21,2,0
9098,2.5,11,24,1,0
9097,3.27,18,22,9,0
9096,2.14,17,10,3,0
9095,1.9,27,9,6,1
9094,1.17,46,5,6,11
9093,3,4,30,0,0
9092,1.53,57,7,6,5
9091,2,8,9,0,1
9090,1.44,71,5,6,3
9089,3,5,19,1,0
9088,1.53,47,6,7,2
9087,3.5,3,11,0,0
9086,1.7,26,12,4,2
9085,1.82,31,7,4,2
9084,3,8,21,1,0
9083,3,6,18,0,0
9082,1.76,110,5,12,0
9081,3.5,5,27,2,0
9080,1.82,38,5,5,0
9079,2.4,8,21,1,0
9078,1.48,90,4,13,5
9077,2.17,24,9,6,3
9076,1.85,37,5,8,3
9075,1.62,47,8,8,2
9074,1.47,72,14,8,3
9073,1.48,105,11,7,8
9072,1.16,220,7,27,15
9071,1.9,28,7,6,2
9070,2.08,24,7,5,2
9069,3,6,23,2,0
9068,2.63,17,16,3,0
9067,2.75,13,21,2,0
9065,1.26,126,7,12,8
9064,1.26,317,6,63,16
9063,1.23,198,5,33,9
9062,1.87,38,6,8,1
9061,1.9,41,6,5,1
9060,2.75,5,26,2,0
9059,1.35,138,5,18,8
9058,1.38,131,3,16,9
9057,1.4,87,4,11,2
9056,2,18,20,2,4
9055,4,3,27,1,0
9054,2.83,13,22,2,0
9053,1.5,69,4,13,6
9052,1.73,30,6,3,6
9051,1.67,46,5,8,3
9050,2,24,5,3,5
9049,1,23,4,3,8
9048,1.22,27,5,3,8
9047,1.35,32,4,4,9
9046,1.33,167,6,20,13
9045,1.42,34,8,4,9
9044,1.31,346,4,46,13
9043,1.9,28,15,3,4
9042,3,4,21,2,0
9041,3.3,14,21,7,0
9040,3.43,11,17,6,0
9039,3,4,17,2,0
9038,1.82,30,27,3,4
9037,1.75,31,20,7,1
9036,1.86,40,5,7,2
9035,1.38,93,6,9,10
9034,1.28,477,5,81,16
9033,1.32,284,4,38,16
9032,1.65,59,6,7,2
9031,1.4,74,11,8,7
9030,1.36,91,4,16,4
9029,1.92,33,5,7,2
9028,1.2,192,4,25,8
9027,1.34,235,6,27,11
9026,1.42,160,5,22,6
9025,1.37,93,6,12,5
9024,2,22,9,3,0
9023,2,42,7,6,0
9022,1.27,125,14,16,7
9021,1.4,128,5,17,8
9020,1.76,46,9,7,5
9019,1.28,274,8,35,13
9018,1.63,53,13,8,5
9017,1.71,46,5,5,3
9016,2.17,26,6,5,3
9015,1.47,69,6,9,6
9014,1.67,46,9,8,1
9013,2.1,88,5,21,7
9012,1.79,41,13,4,5
9011,1.86,43,4,6,3
9010,1.69,40,4,5,3
9009,1.36,109,4,11,5
9008,1.26,198,6,23,9
9007,1.45,84,6,8,7
9006,1.63,51,9,6,5
9005,1.35,109,4,13,8
9004,1.88,26,9,1,2
9003,1.32,389,4,49,26
9002,2.1,26,10,4,1
9001,1.53,62,6,5,7
9000,1.67,44,8,8,3
8999,3,5,24,0,0
8998,1.59,55,6,11,2
8997,1.42,94,7,9,6
8996,1.6,56,10,9,3
8995,1.32,85,5,7,7
8994,1.39,287,5,50,12
8993,1.86,41,8,7,3
8992,1.75,32,22,6,2
8991,1.83,37,7,7,1
8990,1.24,152,4,18,7
8989,1.56,18,5,2,7
8988,1.72,144,8,16,0
8987,1.31,213,5,27,12
8986,2.58,23,14,8,0
8985,1.64,45,6,8,3
8984,1.57,99,5,18,5
8983,1.35,77,11,9,3
8982,1.53,65,5,7,7
8981,2,33,5,5,4
8980,3,3,23,1,0
8979,1.36,178,5,21,6
8978,1.79,47,7,10,3
8977,1.71,52,7,6,4
8976,1.38,91,9,7,6
8975,1.32,383,5,60,20
8974,1.32,87,7,13,5
8973,1.92,39,8,7,2
8972,1.38,63,10,4,5
8971,1.34,155,13,22,5
8970,1.36,306,4,42,11
8969,1.9,31,9,5,3
8968,1.6,57,6,8,2
8967,1.5,70,7,10,2
8966,1.56,70,6,8,5
8965,1.3,90,5,8,9
8964,1.39,179,4,24,14
8963,2.25,9,12,0,1
8962,1.58,65,5,10,3
8961,1.35,428,4,58,17
8960,2.11,23,8,3,4
8959,1.35,156,4,20,7
8958,1.64,51,11,8,2
8957,1.86,49,5,6,4
8956,1.59,64,5,8,5
8955,1.5,50,24,4,5
8954,1.92,34,6,7,1
8953,1.53,92,5,12,4
8952,1.47,91,5,12,5
8951,1.57,61,6,8,2
8950,2.06,48,6,9,3
8949,1.64,45,15,7,2
8948,1.75,41,13,8,4
8947,1.57,56,10,7,4
8946,1.91,90,5,15,5
8945,1.63,53,5,8,1
8944,1.53,59,7,7,5
8943,1.75,35,6,9,1
8942,1.67,55,10,6,4
8941,1.58,57,6,8,2
8940,2.08,33,6,7,3
8939,1.33,91,4,9,12
8938,1.77,46,10,6,3
8937,1.69,43,9,9,1
8936,1.62,58,10,5,3
8935,1.88,32,9,5,0
8934,1.5,46,9,7,3
8933,2.25,10,9,2,0
8932,1.5,61,6,7,5
8931,1.38,120,6,13,12
8930,2.36,24,7,4,0
8929,1.47,58,8,7,3
8928,1.27,237,8,40,11
8927,1.56,59,6,12,2
8926,1.32,534,4,80,21
8925,1.75,43,8,10,3
8924,2.08,28,10,5,5
8923,2.13,11,14,2,2
8922,1.48,142,11,19,4
8921,2.67,13,16,5,0
8920,1.89,30,12,5,1
8919,2,25,12,3,1
8918,3.5,3,13,0,1
8917,1.39,80,5,8,3
8916,1.73,43,15,6,1
