hostname,name,disc_method,disc_year,orbital_period,earth_mass,earth_radii,den_gcm3,parsec_dist,optmag,optmagband,nirmag,st_eff_temp,st_surface_g,st_lumin,solar_mass,solar_rad,age_gyr
Kepler-845,Kepler-845 b,Transit,2016,0.92785982,4.82,2.04,3.12,471,14.639,G (Gaia),12.515,4913,4.59,-0.662,0.79,0.75,4.79
Kepler-846,Kepler-846 b,Transit,2016,19.80792185,6.71,2.48,2.42,1233,15.604,G (Gaia),13.978,5579,4.5,-0.222,0.94,0.91,4.37
Kepler-847,Kepler-847 b,Transit,2016,2.3432319,1.76,1.18,5.89,529,14.78,G (Gaia),12.708,4940,4.58,-0.542,0.83,0.77,3.89
Kepler-848,Kepler-848 b,Transit,2016,6.91134416,3.53,1.7,3.95,797,14.011,G (Gaia),12.431,5695,4.28,0.595,1.01,1.2,8.32
Kepler-849,Kepler-849 b,Transit,2016,394.6244904,40.4,7.14,0.61,747,12.836,G (Gaia),11.527,6059,4.1,0.585,1.23,1.64,3.98
Kepler-85,Kepler-85 b,Transit,2012,8.306,4.54,1.97,3.26,782.09,14.766,G (Gaia),13.083,5436,4.49,-0.232,0.92,0.89,4.37
Kepler-85,Kepler-85 c,Transit,2012,12.513,20.9,2.18,11.1,782.09,14.766,G (Gaia),13.083,5436,4.49,-0.232,0.92,0.89,4.37
Kepler-85,Kepler-85 d,Transit,2014,17.91323,1.87,1.2,5.95,782.09,14.766,G (Gaia),13.083,5436,4.49,-0.232,0.92,0.89,4.37
Kepler-85,Kepler-85 e,Transit,2014,25.216751,0.6,1.27,1.6,782.09,14.766,G (Gaia),13.083,5436,4.49,-0.232,0.92,0.89,4.37
Kepler-850,Kepler-850 b,Transit,2016,7.19303878,3.82,1.78,3.72,1535,15.427,G (Gaia),13.987,5932,4.39,0.185,1.06,1.09,3.89
Kepler-851,Kepler-851 b,Transit,2016,8.50699658,3.46,1.68,4.01,869,15.108,G (Gaia),13.392,5455,4.53,-0.283,0.89,0.85,4.47
Kepler-852,Kepler-852 b,Transit,2016,44.9309804,6.99,2.54,2.34,854,13.907,G (Gaia),12.587,6100,4.38,0.768,1.19,1.16,1.48
Kepler-853,Kepler-853 b,Transit,2016,7.16892463,3.5,1.69,3.98,610,12.248,G (Gaia),11.151,6350,4.17,0.488,1.3,1.55,2.69
Kepler-854,Kepler-854 b,Transit,2016,2.14463285,42000,16.72,49.4,741,13.504,G (Gaia),12.046,6179,4.29,0.797,1.17,1.27,3.02
Kepler-855,Kepler-855 b,Transit,2016,7.8866311,52.7,8.35,0.497,1043,15.019,G (Gaia),13.338,5835,4.42,0.281,1.03,1.03,4.17
Kepler-856,Kepler-856 b,Transit,2016,8.02768059,63.3,9.3,0.432,1175,15.557,G (Gaia),13.905,5535,4.49,-0.02,0.96,0.93,4.27
Kepler-857,Kepler-857 b,Transit,2016,85.35129427,37.2,6.8,0.65,1039,15.064,G (Gaia),13.403,5773,4.45,-0.127,0.99,0.99,4.27
Kepler-858,Kepler-858 b,Transit,2016,76.13602028,21.1,4.87,1,296,12.411,G (Gaia),10.862,5653,4.5,-0.126,0.96,0.91,3.39
Kepler-859,Kepler-859 b,Transit,2016,20.38177573,9.75,3.09,1.82,915,15.88,G (Gaia),13.858,5020,4.59,-0.56,0.81,0.77,4.57
Kepler-860,Kepler-860 b,Transit,2016,5.10137945,10.6,3.24,1.71,1295,15.403,G (Gaia),13.75,5836,4.4,-0.2,1.04,1.06,4.27
Kepler-861,Kepler-861 b,Transit,2016,3.94963138,5.82,2.28,2.7,806,15.596,G (Gaia),13.532,5047,4.58,-0.437,0.82,0.78,4.47
Kepler-862,Kepler-862 b,Transit,2016,3.14866453,5.52,2.21,2.81,806,15.303,G (Gaia),13.315,5333,4.54,-0.141,0.88,0.84,4.79
Kepler-863,Kepler-863 b,Transit,2016,15.59461874,8.75,2.9,1.97,1145,15.446,G (Gaia),13.706,5678,4.46,0.098,0.96,0.95,3.8
Kepler-864,Kepler-864 b,Transit,2016,5.83376092,6.35,2.4,2.52,1573,15.782,G (Gaia),14.218,5754,4.44,0.236,1,1,4.68
Kepler-865,Kepler-865 b,Transit,2016,14.16399294,6.76,2.49,2.41,664,14.504,G (Gaia),12.684,5570,4.49,-0.339,0.93,0.92,4.27
Kepler-866,Kepler-866 b,Transit,2016,2.61703254,3.29,1.63,4.17,690,15.797,G (Gaia),13.484,4751,4.62,-0.77,0.75,0.71,4.27
Kepler-867,Kepler-867 b,Transit,2016,150.242127,19.4,4.64,1.07,824,14.885,G (Gaia),13.148,5541,4.49,0.117,0.92,0.91,5.89
Kepler-868,Kepler-868 b,Transit,2016,5.03251791,4.86,2.05,3.1,1269,15.618,G (Gaia),14.09,5614,4.51,0.081,0.93,0.89,3.89
Kepler-869,Kepler-869 b,Transit,2016,40.4287755,12.7,3.61,1.48,957,14.969,G (Gaia),13.359,5664,4.47,-0.127,0.97,0.95,4.79
Kepler-87,Kepler-87 b,Transit,2013,114.73635,324.2,13.49,0.729,1277.88,14.587,G (Gaia),12.981,5600,3.96,0.267,1.1,1.82,7.5
Kepler-87,Kepler-87 c,Transit,2013,191.2318,6.4,6.14,0.152,1277.88,14.587,G (Gaia),12.981,5600,3.96,0.267,1.1,1.82,7.5
Kepler-870,Kepler-870 b,Transit,2016,21.3587621,8.15,2.78,2.08,1231,15.222,G (Gaia),13.738,5857,4.43,0.02,1.01,1.02,3.8
Kepler-871,Kepler-871 b,Transit,2016,22.0459018,13.5,3.74,1.42,1695,15.642,G (Gaia),14.167,5993,4.37,0.269,1.11,1.14,3.47
Kepler-872,Kepler-872 b,Transit,2016,2.57885507,4.62,1.99,3.22,1114,15.071,G (Gaia),13.389,5902,4.4,-0.228,1.05,1.08,4.17
Kepler-873,Kepler-873 b,Transit,2016,20.5533844,13.5,3.75,1.41,1397,14.795,G (Gaia),13.439,6163,4.29,0.126,1.18,1.27,2.95
Kepler-874,Kepler-874 b,Transit,2016,40.0686727,14.7,3.94,1.32,1072,14.694,G (Gaia),13.14,6020,4.37,0.102,1.09,1.13,3.31
Kepler-875,Kepler-875 b,Transit,2016,27.5073799,8.75,2.9,1.97,1244,15.21,G (Gaia),13.556,5958,4.38,0.025,1.06,1.11,3.39
Kepler-876,Kepler-876 b,Transit,2016,5.14438011,2.63,1.43,4.94,735,15.33,G (Gaia),13.354,5060,4.58,-0.358,0.81,0.77,5.25
Kepler-877,Kepler-877 b,Transit,2016,18.45847097,5.14,2.12,2.96,572,14.523,G (Gaia),12.653,5261,4.56,-0.343,0.85,0.81,4.57
Kepler-878,Kepler-878 b,Transit,2016,25.9422033,4.38,1.93,3.35,567,14.79,G (Gaia),12.788,5044,4.58,-0.183,0.81,0.77,4.57
Kepler-879,Kepler-879 b,Transit,2016,33.3855938,7.13,2.57,2.31,772,14.238,G (Gaia),12.681,5792,4.42,0.018,1.02,1.02,4.27
Kepler-880,Kepler-880 b,Transit,2016,7.71468975,7.56,2.66,2.21,673,11.964,G (Gaia),11.039,6761,4.12,0.651,1.46,1.74,1.66
Kepler-881,Kepler-881 b,Transit,2016,4.44448017,3.82,1.78,3.72,1364,15.177,G (Gaia),13.714,5961,4.39,0.113,1.06,1.09,3.8
Kepler-882,Kepler-882 b,Transit,2016,3.98953967,2.04,1.23,6.02,525,14.077,G (Gaia),12.268,5476,4.52,-0.306,0.9,0.87,4.57
Kepler-883,Kepler-883 b,Transit,2016,12.98495573,3.82,1.78,3.72,549,13.007,G (Gaia),11.752,6116,4.4,0.273,1.06,1.09,3.02
Kepler-884,Kepler-884 b,Transit,2016,5.69919514,2.04,1.23,6.02,420,13.047,G (Gaia),11.547,5715,4.49,-0.313,1,0.94,2.45
Kepler-885,Kepler-885 b,Transit,2016,18.11472949,6.8,2.5,2.39,632,12.788,G (Gaia),11.535,6187,4.26,0.395,1.21,1.35,3.16
Kepler-886,Kepler-886 b,Transit,2016,6.24146367,2.92,1.52,4.57,857,13.894,G (Gaia),12.565,6098,4.35,0.033,1.1,1.16,3.39
Kepler-887,Kepler-887 b,Transit,2016,20.42228798,4.04,1.84,3.56,831,13.45,G (Gaia),12.241,6194,4.29,0.402,1.19,1.29,3.09
Kepler-887,Kepler-887 c,Transit,2016,7.63846023,1.51,1.13,5.75,831,13.45,G (Gaia),12.241,6194,4.29,0.402,1.19,1.29,3.09
Kepler-888,Kepler-888 b,Transit,2016,70.6979061,3.75,1.76,3.78,413,12.981,G (Gaia),11.594,5875,4.52,-0.066,0.97,0.9,1.48
Kepler-889,Kepler-889 b,Transit,2016,3.744439,1.32,1.09,5.6,513,12.68,G (Gaia),11.327,5961,4.3,0.367,1.14,1.25,3.98
Kepler-890,Kepler-890 b,Transit,2016,52.75875577,58.6,8.89,0.458,1387,15.136,G (Gaia),13.665,5954,4.37,0.333,1.09,1.13,3.63
Kepler-891,Kepler-891 b,Transit,2016,53.44945593,33.6,6.41,0.701,1372,15.273,G (Gaia),13.85,5887,4.41,0.576,1.06,1.07,3.55
Kepler-892,Kepler-892 b,Transit,2016,13.7521072,8.3,2.81,2.06,640,15.59,G (Gaia),13.335,4747,4.61,-0.795,0.75,0.72,5.01
Kepler-893,Kepler-893 b,Transit,2016,6.33855761,9.43,3.03,1.86,1216,15.174,G (Gaia),13.744,5820,4.45,0.061,1,0.99,3.8
Kepler-894,Kepler-894 b,Transit,2016,9.803224,8.15,2.78,2.08,1090,15.406,G (Gaia),13.84,5603,4.53,-0.132,0.87,0.85,4.27
Kepler-895,Kepler-895 b,Transit,2016,2.80624233,2.99,1.54,4.5,516,15.98,G (Gaia),13.387,4315,4.67,-0.905,0.65,0.61,2.63
Kepler-896,Kepler-896 b,Transit,2016,144.547396,6.94,2.53,2.35,896,15.431,G (Gaia),13.659,5262,4.56,0.534,0.84,0.81,5.01
Kepler-897,Kepler-897 b,Transit,2016,8.0472642,6.3,2.39,2.54,1147,15.079,G (Gaia),13.466,5839,4.41,0.259,1.03,1.04,4.37
Kepler-898,Kepler-898 b,Transit,2016,5.8706191,2.83,1.49,4.7,479,15.939,G (Gaia),13.187,4223,4.66,-0.954,0.65,0.62,3.98
Kepler-899,Kepler-899 b,Transit,2016,19.17891293,7.65,2.68,2.18,1038,15.382,G (Gaia),13.615,5595,4.49,-0.033,0.93,0.91,4.07
Kepler-9,Kepler-9 b,Transit,2010,19.23891,43.4,8.29,0.42,614,13.781,G (Gaia),12.337,5774,4.49,-0.038,1.02,0.96,2
Kepler-9,Kepler-9 c,Transit,2010,38.9853,29.9,8.08,0.31,614,13.781,G (Gaia),12.337,5774,4.49,-0.038,1.02,0.96,2
Kepler-9,Kepler-9 d,Transit,2010,1.592851,3.33,1.64,4.15,614,13.781,G (Gaia),12.337,5774,4.49,-0.038,1.02,0.96,2
KOI-351,Kepler-90 i,Transit,2017,14.44912,2.3,1.32,5.5,780,13.74,G (Gaia),12.482,6080,4.4,0.25,1.2,1.2,
Kepler-900,Kepler-900 b,Transit,2016,6.9913086,4.98,2.08,3.04,505,14.945,G (Gaia),12.701,4836,4.6,-0.654,0.78,0.73,4.57
Kepler-901,Kepler-901 b,Transit,2016,3.51749439,2.45,1.37,5.24,241,14.68,G (Gaia),11.907,4184,4.7,-1.028,0.59,0.57,3.8
Kepler-902,Kepler-902 b,Transit,2016,40.1099547,6.99,2.54,2.34,904,14.858,G (Gaia),13.26,5647,4.49,0.105,0.95,0.93,4.37
Kepler-903,Kepler-903 b,Transit,2016,10.3507721,4.7,2.01,3.18,829,14.615,G (Gaia),12.993,5682,4.46,0.349,0.98,0.97,4.79
Kepler-903,Kepler-903 c,Transit,2016,62.9228557,6.94,2.53,2.35,829,14.615,G (Gaia),12.993,5682,4.46,0.349,0.98,0.97,4.79
Kepler-904,Kepler-904 b,Transit,2016,3.02166863,3.78,1.77,3.75,1151,14.392,G (Gaia),13.046,6160,4.31,0.12,1.16,1.25,3.02
Kepler-905,Kepler-905 b,Transit,2016,5.08274652,2.57,1.41,5.04,521,13.95,G (Gaia),12.264,5461,4.55,-0.232,0.95,0.86,1.66
Kepler-906,Kepler-906 b,Transit,2016,41.6979976,5.1,2.11,2.98,758,13.918,G (Gaia),12.594,6035,4.45,0.076,1.06,1.02,1.86
Kepler-907,Kepler-907 b,Transit,2016,15.86621821,1.87,1.2,5.95,352,11.462,G (Gaia),10.282,6106,4.19,0.378,1.08,1.38,5.37
Kepler-908,Kepler-908 b,Transit,2016,1.34059747,1.98,1.22,5.99,250,11.465,G (Gaia),9.993,5973,4.38,0.22,1.11,1.12,3.02
Kepler-909,Kepler-909 b,Transit,2016,13.93290318,2.76,1.47,4.77,318,11.51,G (Gaia),10.274,6154,4.33,0.254,1.17,1.23,2.88
Kepler-91,Kepler-91 b,Transit,2013,6.24658,257.4423,15.323,0.4,1344.56,12.476,G (Gaia),10.136,4550,2.95,1.223,1.31,6.3,4.47
Kepler-910,Kepler-910 b,Transit,2016,2.36436901,0.477,0.82,4.75,402,11.529,G (Gaia),10.329,6230,4.19,0.469,1.26,1.5,3.39
Kepler-911,Kepler-911 b,Transit,2016,20.310501,7.27,2.6,2.27,567,11.829,G (Gaia),10.511,6112,3.97,0.641,1.34,1.99,3.55
Kepler-912,Kepler-912 b,Transit,2016,2.53475627,8.25,2.8,2.07,1265,15.326,G (Gaia),13.602,5998,4.37,0.429,1.07,1.11,3.16
Kepler-913,Kepler-913 b,Transit,2016,10.29672521,4.9,2.06,3.08,597,15.739,G (Gaia),13.477,4687,4.67,-0.357,0.63,0.61,5.62
Kepler-914,Kepler-914 b,Transit,2016,4.40966548,2.48,1.38,5.19,678,13.548,G (Gaia),12.131,5877,4.36,0.231,1.1,1.15,3.98
Kepler-915,Kepler-915 b,Transit,2016,4.59489604,2.86,1.5,4.66,806,13.241,G (Gaia),12.041,6173,4.24,0.447,1.21,1.38,3.39
Kepler-916,Kepler-916 b,Transit,2016,32.2968798,3.75,1.76,3.78,769,15.175,G (Gaia),13.305,5248,4.56,-0.297,0.85,0.81,4.79
Kepler-917,Kepler-917 b,Transit,2016,2.97041437,4.31,1.91,3.4,1027,15.853,G (Gaia),14.005,5418,4.58,-0.348,0.8,0.76,4.17
Kepler-918,Kepler-918 b,Transit,2016,4.85386933,3.68,1.74,3.84,1245,14.955,G (Gaia),13.555,6028,4.37,-0.05,1.11,1.14,3.24
Kepler-919,Kepler-919 b,Transit,2016,11.04603384,5.69,2.25,2.74,1219,14.678,G (Gaia),13.306,6113,4.33,0.137,1.15,1.21,3.02
Kepler-92,Kepler-92 b,Transit,2013,13.749,64.3,3.51,8.17,484.62,11.745,G (Gaia),10.403,5883,4.14,0.543,1.21,1.53,5.89
Kepler-92,Kepler-92 c,Transit,2013,26.723,6.1,2.6,1.91,484.62,11.745,G (Gaia),10.403,5883,4.14,0.543,1.21,1.53,5.89
Kepler-92,Kepler-92 d,Transit,2015,49.3568,4.93,2.067,3.07,484.62,11.745,G (Gaia),10.403,5883,4.14,0.543,1.21,1.53,5.89
Kepler-920,Kepler-920 b,Transit,2016,6.53192704,6.44,2.42,2.5,926,15.268,G (Gaia),13.511,5403,4.54,-0.19,0.89,0.85,4.37
Kepler-920,Kepler-920 c,Transit,2016,100.8274113,13.8,3.8,1.38,926,15.268,G (Gaia),13.511,5403,4.54,-0.19,0.89,0.85,4.37
Kepler-921,Kepler-921 b,Transit,2016,51.300634,8.6,2.87,2,847,14.705,G (Gaia),13.188,5663,4.5,-0.038,0.93,0.91,4.27
Kepler-922,Kepler-922 b,Transit,2016,0.93846683,2.6,1.42,4.99,558,13.745,G (Gaia),12.188,5671,4.48,-0.144,0.95,0.93,4.37
Kepler-923,Kepler-923 b,Transit,2016,6.93366476,2.48,1.38,5.19,966,14.012,G (Gaia),12.665,5988,4.28,0.293,1.11,1.26,4.68
Kepler-924,Kepler-924 b,Transit,2016,61.0370117,9.64,3.07,1.83,995,14.137,G (Gaia),12.745,6167,4.32,0.287,1.14,1.23,3.09
Kepler-925,Kepler-925 b,Transit,2016,33.8678531,6.08,2.34,2.61,623,15.816,G (Gaia),13.339,4673,4.62,-0.733,0.77,0.72,2.57
Kepler-926,Kepler-926 b,Transit,2016,52.0688601,5.95,2.31,2.65,771,14.259,G (Gaia),12.687,5806,4.43,0.133,1.01,1.01,4.37
Kepler-927,Kepler-927 b,Transit,2016,9.1149903,3.61,1.72,3.9,879,14.601,G (Gaia),13.032,5743,4.45,-0.094,0.99,0.99,4.37
Kepler-928,Kepler-928 b,Transit,2016,3.9324613,3.15,1.59,4.31,532,15.323,G (Gaia),12.933,4700,4.62,-0.776,0.73,0.7,4.37
Kepler-929,Kepler-929 b,Transit,2016,0.92103214,1.41,1.11,5.67,820,14.504,G (Gaia),12.849,5869,4.42,0.356,1.01,1.02,3.47
Kepler-93,Kepler-93 b,Transit,2014,4.72674,3.1783,1.569,1.652,96.18,9.862,G (Gaia),8.37,5669,4.47,-0.103,1.09,0.98,6.6
Kepler-93,Kepler-93 c,Radial Velocity,2014,1460,954,,,96.18,9.862,G (Gaia),8.37,5669,4.47,-0.103,1.09,0.98,6.6
Kepler-930,Kepler-930 b,Transit,2016,71.4517775,5.18,2.13,2.95,905,13.763,G (Gaia),12.258,6335,4.24,0.249,1.25,1.4,2.34
Kepler-931,Kepler-931 b,Transit,2016,8.03755877,2.33,1.33,5.44,490,14.488,G (Gaia),12.38,5241,4.55,-0.35,0.86,0.81,4.68
Kepler-932,Kepler-932 b,Transit,2016,1.9214374,2.45,1.37,5.24,478,14.136,G (Gaia),12.21,5331,4.54,-0.389,0.87,0.84,4.68
Kepler-933,Kepler-933 b,Transit,2016,14.20443009,6.62,2.46,2.44,922,15.438,G (Gaia),13.582,5346,4.54,-0.231,0.87,0.84,4.68
Kepler-934,Kepler-934 b,Transit,2016,55.6738309,5.02,2.09,3.02,603,15.034,G (Gaia),12.97,5001,4.59,-0.508,0.81,0.77,4.47
Kepler-935,Kepler-935 b,Transit,2016,4.88083852,2.39,1.35,5.34,482,14.9,G (Gaia),12.62,4830,4.61,-0.68,0.78,0.73,3.8
Kepler-936,Kepler-936 b,Transit,2016,10.56134221,2.7,1.45,4.87,687,14.789,G (Gaia),12.817,5482,4.51,-0.19,0.92,0.89,4.57
Kepler-937,Kepler-937 b,Transit,2016,67.668827,13.4,3.72,1.43,1482,15.194,G (Gaia),13.681,6095,4.32,0.239,1.15,1.22,3.24
Kepler-937,Kepler-937 c,Transit,2016,153.343364,7.61,2.67,2.2,1482,15.194,G (Gaia),13.681,6095,4.32,0.239,1.15,1.22,3.24
Kepler-938,Kepler-938 b,Transit,2016,52.6298417,5.56,2.22,2.79,861,15.004,Kepler-band,13.26,5533,4.51,-0.174,0.92,0.89,4.27
Kepler-939,Kepler-939 b,Transit,2016,14.878296,3.71,1.75,3.8,1029,15.52,G (Gaia),13.762,5471,4.54,0.377,0.88,0.85,4.47
Kepler-94,Kepler-94 b,Transit,2014,2.50806,10.84,3.51,1.45,192.97,12.857,G (Gaia),10.594,4781,4.59,-0.597,0.81,0.76,1.41
Kepler-94,Kepler-94 c,Radial Velocity,2014,820.3,3126,12.5,8.79,192.97,12.857,G (Gaia),10.594,4781,4.59,-0.597,0.81,0.76,1.41
Kepler-940,Kepler-940 b,Transit,2016,59.6225257,11.1,3.34,1.64,1317,15.497,G (Gaia),14.019,5769,4.47,-0.087,0.97,0.96,3.63
Kepler-941,Kepler-941 b,Transit,2016,17.42395198,9.69,3.08,1.82,1105,15.572,G (Gaia),13.864,5539,4.53,-0.241,0.89,0.86,4.07
Kepler-942,Kepler-942 b,Transit,2016,44.96417488,5.18,2.13,2.95,218,13.066,G (Gaia),10.842,4861,4.59,-0.626,0.81,0.75,4.17
Kepler-943,Kepler-943 b,Transit,2016,49.7701438,29.5,5.93,0.777,1239,15.639,G (Gaia),13.97,5612,4.5,0.009,0.93,0.91,4.27
Kepler-944,Kepler-944 b,Transit,2016,43.3167737,7.41,2.63,2.24,1035,15.711,G (Gaia),13.851,5409,4.54,-0.088,0.86,0.83,4.47
Kepler-945,Kepler-945 b,Transit,2016,31.0033814,7.41,2.63,2.24,1543,15.86,G (Gaia),14.293,5718,4.46,0.017,0.97,0.97,4.47
Kepler-946,Kepler-946 b,Transit,2016,11.79162572,4.38,1.93,3.35,918,14.923,G (Gaia),13.295,5665,4.47,0.055,0.94,0.93,4.17
Kepler-947,Kepler-947 b,Transit,2016,26.9644317,5.82,2.28,2.7,1188,15.752,G (Gaia),13.972,5508,4.52,0.113,0.9,0.87,4.27
Kepler-948,Kepler-948 b,Transit,2016,7.76846622,4.08,1.85,3.54,884,14.786,G (Gaia),13.186,5679,4.47,-0.127,0.96,0.94,4.17
Kepler-949,Kepler-949 b,Transit,2016,8.6893073,8.8,2.91,1.96,572,14.508,G (Gaia),12.519,5403,4.53,-0.497,0.89,0.86,4.57
Kepler-95,Kepler-95 b,Transit,2014,11.5231,13,3.42,1.71,451.38,12.304,G (Gaia),10.801,5699,4.17,0.268,1.08,1.41,5.63
Kepler-950,Kepler-950 b,Transit,2016,98.7180406,59.6,8.98,0.452,1489,15.681,G (Gaia),14.139,5857,4.44,0.347,1.02,1.02,3.8
Kepler-951,Kepler-951 b,Transit,2016,71.52530845,26.7,5.59,0.84,408,14.491,G (Gaia),12.251,4834,4.6,-0.69,0.77,0.73,4.27
Kepler-952,Kepler-952 b,Transit,2016,130.3546919,45.4,7.65,0.557,1167,15.188,G (Gaia),13.662,5730,4.45,0.074,1,0.99,4.27
Kepler-953,Kepler-953 b,Transit,2016,88.40655258,16.5,4.21,1.22,240,12.143,G (Gaia),10.295,5416,4.42,-0.119,0.95,0.99,8.71
Kepler-953,Kepler-953 c,Transit,2016,9.10967112,1.81,1.19,5.9,240,12.143,G (Gaia),10.295,5416,4.42,-0.119,0.95,0.99,8.71
Kepler-954,Kepler-954 b,Transit,2016,16.78176602,5.99,2.32,2.64,224,12.943,G (Gaia),10.84,4990,4.59,-0.567,0.82,0.76,3.39
Kepler-955,Kepler-955 b,Transit,2016,14.53244172,9.96,3.13,1.78,637,14.627,G (Gaia),12.807,5350,4.54,-0.445,0.89,0.84,4.37
Kepler-956,Kepler-956 b,Transit,2016,5.24867263,9.27,3,1.89,631,13.289,G (Gaia),11.958,6040,4.36,0.042,1.1,1.15,3.47
Kepler-957,Kepler-957 b,Transit,2016,5.90741354,25.9,5.5,0.855,749,15.691,G (Gaia),13.453,4963,4.6,-0.495,0.81,0.75,2.75
Kepler-958,Kepler-958 b,Transit,2016,9.7678805,4.9,2.06,3.08,467,13.73,G (Gaia),12.041,5421,4.53,-0.286,0.91,0.86,4.37
Kepler-959,Kepler-959 b,Transit,2016,14.80074836,17.6,4.38,1.15,1003,12.466,G (Gaia),11.544,7005,4.04,0.715,1.6,2.01,1.35
Kepler-96,Kepler-96 b,Transit,2014,16.2385,8.46,2.67,2.26,123.32,10.297,G (Gaia),8.868,5690,4.42,-0.061,1,1.02,2.34
Kepler-960,Kepler-960 b,Transit,2016,3.12686223,5.86,2.29,2.68,298,13.841,G (Gaia),11.618,4755,4.61,-0.699,0.77,0.72,3.63
Kepler-961,Kepler-961 b,Transit,2016,16.87727414,7.04,2.55,2.33,607,14.043,G (Gaia),12.482,5582,4.51,-0.2,0.96,0.9,2.82
Kepler-962,Kepler-962 b,Transit,2016,12.05707239,4.54,1.97,3.26,439,13.558,G (Gaia),11.904,5478,4.54,-0.295,0.93,0.86,2.4
Kepler-963,Kepler-963 b,Transit,2016,9.97683705,7.56,2.66,2.21,786,14.912,G (Gaia),13.158,5461,4.52,-0.27,0.91,0.87,4.07
Kepler-964,Kepler-964 b,Transit,2016,13.5225106,5.14,2.12,2.96,478,13.903,G (Gaia),12.139,5427,4.55,-0.329,0.93,0.84,1.91
Kepler-965,Kepler-965 b,Transit,2016,134.2527298,11.4,3.38,1.62,618,13.333,G (Gaia),11.91,5886,4.33,0.084,1.05,1.15,5.5
Kepler-966,Kepler-966 b,Transit,2016,99.747622,16,4.13,1.25,773,14.444,G (Gaia),12.745,5840,4.43,0.163,1.02,1.02,4.07
Kepler-967,Kepler-967 b,Transit,2016,13.22713379,6.12,2.35,2.59,499,14.451,G (Gaia),12.396,5178,4.56,-0.718,0.84,0.8,5.89
Kepler-967,Kepler-967 c,Transit,2016,198.7112502,12.9,3.65,1.46,499,14.451,G (Gaia),12.396,5178,4.56,-0.718,0.84,0.8,5.89
Kepler-968,Kepler-968 b,Transit,2016,3.69298373,4.66,2,3.2,312,14.25,G (Gaia),11.831,4598,4.63,-0.782,0.76,0.7,2.14
Kepler-968,Kepler-968 c,Transit,2016,5.70940492,3.5,1.69,3.98,312,14.25,G (Gaia),11.831,4598,4.63,-0.782,0.76,0.7,2.14
Kepler-969,Kepler-969 b,Transit,2016,34.1731714,4.94,2.07,3.06,411,13.722,G (Gaia),11.897,5214,4.57,-0.4,0.92,0.82,1.51
Kepler-969,Kepler-969 c,Transit,2016,1.6829346,0.937,0.99,5.31,411,13.722,G (Gaia),11.897,5214,4.57,-0.4,0.92,0.82,1.51
Kepler-97,Kepler-97 b,Transit,2014,2.58664,3.51,1.48,5.44,405.58,12.813,G (Gaia),11.345,5779,4.43,-0.037,0.94,0.98,8.42
Kepler-97,Kepler-97 c,Radial Velocity,2014,789,344,,,405.58,12.813,G (Gaia),11.345,5779,4.43,-0.037,0.94,0.98,8.42
Kepler-970,Kepler-970 b,Transit,2016,16.73652231,8.1,2.77,2.09,350,14.806,G (Gaia),12.215,4511,4.64,-0.884,0.7,0.67,4.68
Kepler-971,Kepler-971 b,Transit,2016,9.59070716,5.18,2.13,2.95,345,13.218,G (Gaia),11.422,5431,4.54,-0.318,0.88,0.85,4.47
Kepler-972,Kepler-972 b,Transit,2016,7.03932553,19.5,4.65,1.07,1304,14.892,G (Gaia),13.373,6146,4.33,0.115,1.15,1.22,2.82
Kepler-973,Kepler-973 b,Transit,2016,49.6077331,4.5,1.96,3.28,297,13.234,G (Gaia),11.303,5213,4.58,-0.331,0.86,0.78,2.29
Kepler-974,Kepler-974 b,Transit,2016,4.19449651,3.09,1.57,4.39,121,14.413,G (Gaia),11.056,3687,4.76,-1.327,0.52,0.5,4.37
Kepler-975,Kepler-975 b,Transit,2016,1.97034246,2.79,1.48,4.73,404,14.452,G (Gaia),12.19,4897,4.59,-0.595,0.8,0.75,3.89
Kepler-976,Kepler-976 b,Transit,2016,105.9564148,14.9,3.96,1.32,1020,15.803,G (Gaia),13.887,5232,4.55,-0.368,0.87,0.83,4.68
Kepler-977,Kepler-977 b,Transit,2016,26.85328322,7.37,2.62,2.25,664,14.823,G (Gaia),12.92,5315,4.55,-0.483,0.87,0.83,4.57
Kepler-978,Kepler-978 b,Transit,2016,49.6221509,9.22,2.99,1.9,624,13.374,G (Gaia),12.011,6002,4.38,0.143,1.07,1.09,3.63
Kepler-979,Kepler-979 b,Transit,2016,8.0880135,7.85,2.72,2.14,606,14.625,G (Gaia),12.732,5310,4.54,-0.396,0.87,0.83,4.57
Kepler-98,Kepler-98 b,Transit,2014,1.54168,3.55,1.99,2.18,353.87,12.869,G (Gaia),11.253,5539,4.34,-0.166,0.99,1.11,2.79
Kepler-980,Kepler-980 b,Transit,2016,11.55102504,7.61,2.67,2.2,804,14.112,G (Gaia),12.665,5935,4.41,0.217,1.05,1.06,3.55
Kepler-981,Kepler-981 b,Transit,2016,4.46975774,5.95,2.31,2.65,913,14.704,G (Gaia),13.169,5718,4.47,-0.088,0.98,0.96,4.07
Kepler-982,Kepler-982 b,Transit,2016,15.7738221,5.69,2.25,2.74,702,12.987,G (Gaia),11.895,6139,4.28,0.497,1.16,1.29,3.55
Kepler-983,Kepler-983 b,Transit,2016,60.0855082,6.17,2.36,2.58,655,13.986,G (Gaia),12.169,6052,4.42,0.15,1.13,1.08,1.41
