hostname,name,disc_method,disc_year,orbital_period,earth_mass,earth_radii,den_gcm3,parsec_dist,optmag,optmagband,nirmag,st_eff_temp,st_surface_g,st_lumin,solar_mass,solar_rad,age_gyr
Kepler-984,Kepler-984 b,Transit,2016,43.0342272,5.14,2.12,2.96,461,13.468,G (Gaia),11.83,5610,4.49,-0.161,0.96,0.93,3.98
Kepler-985,Kepler-985 b,Transit,2016,116.331901,9.17,2.98,1.9,741,14.717,G (Gaia),13.019,5434,4.54,-0.316,0.91,0.85,3.39
Kepler-986,Kepler-986 b,Transit,2016,56.4349938,6.17,2.36,2.58,563,13.642,G (Gaia),12.107,5642,4.43,-0.08,0.96,0.98,6.17
Kepler-987,Kepler-987 b,Transit,2016,105.3033148,10.7,3.26,1.7,936,14.979,G (Gaia),13.375,5637,4.51,-0.164,0.97,0.91,2.45
Kepler-988,Kepler-988 b,Transit,2016,17.76080053,4.94,2.07,3.06,248,15.213,G (Gaia),12.29,4005,4.73,-1.001,0.55,0.53,3.16
Kepler-989,Kepler-989 b,Transit,2016,7.96431535,5.52,2.21,2.81,484,14.408,G (Gaia),12.415,5074,4.58,-0.452,0.82,0.78,4.68
Kepler-99,Kepler-99 b,Transit,2014,4.60358,6.15,1.48,10.9,209.63,12.962,G (Gaia),10.757,4782,4.61,-0.618,0.79,0.73,1.47
Kepler-990,Kepler-990 b,Transit,2016,9.91723428,7.27,2.6,2.27,933,14.495,G (Gaia),12.928,5948,4.39,-0.084,1.05,1.08,3.55
Kepler-990,Kepler-990 c,Transit,2016,0.53835431,2.96,1.53,4.54,933,14.495,G (Gaia),12.928,5948,4.39,-0.084,1.05,1.08,3.55
Kepler-991,Kepler-991 b,Transit,2016,82.5342519,6.99,2.54,2.34,370,15.148,G (Gaia),12.611,4392,4.67,-0.897,0.64,0.61,3.47
Kepler-992,Kepler-992 b,Transit,2016,20.16034462,3.26,1.62,4.21,268,13.39,G (Gaia),11.274,4944,4.6,-0.609,0.8,0.74,3.02
Kepler-993,Kepler-993 b,Transit,2016,22.08557563,9.11,2.97,1.91,298,15.924,G (Gaia),12.729,3843,4.72,-1.148,0.57,0.54,3.89
Kepler-994,Kepler-994 b,Transit,2016,1.15116651,3.19,1.6,4.28,170,14.465,G (Gaia),11.453,3934,4.72,-1.117,0.56,0.54,3.24
Kepler-995,Kepler-995 b,Transit,2016,28.26731672,7.75,2.7,2.16,659,14.881,G (Gaia),13.021,5206,4.57,-0.456,0.83,0.8,5.01
Kepler-996,Kepler-996 b,Transit,2016,3.77059058,4.58,1.98,3.24,1098,14.639,G (Gaia),13.171,6014,4.36,0.219,1.09,1.14,3.63
Kepler-997,Kepler-997 b,Transit,2016,2.70730672,2.42,1.36,5.29,470,11.848,G (Gaia),10.608,6150,4.14,0.479,1.22,1.56,3.63
Kepler-998,Kepler-998 b,Transit,2016,5.65377733,5.99,2.32,2.64,996,14.341,G (Gaia),12.888,6058,4.34,0.148,1.12,1.18,3.31
Kepler-999,Kepler-999 b,Transit,2016,5.99185702,6.08,2.34,2.61,568,12.234,G (Gaia),10.916,6237,4.11,0.462,1.29,1.65,3.09
L 98-59,L 98-59 b,Transit,2019,2.25314,0.437,0.8,4.69,10.62,10.598,G (Gaia),7.101,3367,,-1.947,0.31,0.31,1
L 98-59,L 98-59 c,Transit,2019,3.690621,2.39,1.35,5.34,10.62,10.598,G (Gaia),7.101,3367,,-1.947,0.31,0.31,1
L 98-59,L 98-59 d,Transit,2019,7.45086,3.09,1.57,4.39,10.62,10.598,G (Gaia),7.101,3367,,-1.947,0.31,0.31,1
LHS 1140,LHS 1140 b,Transit,2017,24.736959,6.98,1.727,7.5,14.99,14.18,V (Johnson),8.821,3216,,-2.356,0.18,0.21,5
LHS 1140,LHS 1140 c,Transit,2018,3.777931,1.81,1.282,4.7,14.99,14.18,V (Johnson),8.821,3216,,-2.356,0.18,0.21,5
LHS 3844,LHS 3844 b,Transit,2019,0.46292913,2.25,1.303,5.59,14.9,15.26,V (Johnson),9.145,3036,5.06,-2.565,0.15,0.19,
LP 791-18,LP 791-18 b,Transit,2019,0.948005,1.46,1.12,5.71,26.49,16.9,V (Johnson),10.644,2960,5.12,-2.697,0.14,0.17,0.5
LP 791-18,LP 791-18 c,Transit,2019,4.989963,5.95,2.31,2.65,26.49,16.9,V (Johnson),10.644,2960,5.12,-2.697,0.14,0.17,0.5
LSPM J2116+0234,LSPM J2116+0234 b,Radial Velocity,2019,14.4399,13.3,3.71,1.43,17.64,10.86,G (Gaia),7.324,3475,4.95,-1.699,0.43,0.43,2
LTT 1445 A,LTT 1445 A b,Transit,2019,5.35882,2.2,1.38,4.4,6.87,11.22,V (Johnson),6.496,3337,4.97,-2,0.26,0.28,
LkCa 15,LkCa 15 b,Imaging,2015,,,,,158.87,12.025,V (Johnson),8.163,4201,,-0.192,,1.51,
LkCa 15,LkCa 15 c,Imaging,2015,,,,,158.87,12.025,V (Johnson),8.163,4201,,-0.192,,1.51,
Lupus-TR-3,Lupus-TR-3 b,Transit,2007,3.91405,257.431,9.976,1.4,2000,18.765,G (Gaia),15.068,5000,,-0.421,0.87,0.82,
MASCARA-1,MASCARA-1 b,Transit,2017,2.14878,1175.971,16.814,1.5,188.7,8.273,V (Johnson),7.74,7554,4,1.176,1.72,2.1,1
MOA-2007-BLG-192L,MOA-2007-BLG-192L b,Microlensing,2008,,3.3,1.63,4.19,1000,,,,,,,0.06,,
MOA-2007-BLG-400L,MOA-2007-BLG-400L b,Microlensing,2008,,263.79,13.9,0.54,5800,,,,,,,0.3,,
MOA-2008-BLG-310L,MOA-2008-BLG-310L b,Microlensing,2009,,23.4,5.18,0.925,7700,,,,,,,0.21,,
MOA-2008-BLG-379L,MOA-2008-BLG-379L b,Microlensing,2013,,1303,13,3.26,3300,,,,,,,0.56,,
MOA-2009-BLG-266L,MOA-2009-BLG-266L b,Microlensing,2011,2774,10.4,3.21,1.73,3040,,,,,,,0.56,,
MOA-2009-BLG-319L,MOA-2009-BLG-319L b,Microlensing,2010,,50,8.09,0.519,6100,,,,,,,0.38,,
MOA-2009-BLG-387L,MOA-2009-BLG-387L b,Microlensing,2010,1982,813.6448,13.2,1.94,5690,,,,,,,0.19,,
MOA-2010-BLG-073L,MOA-2010-BLG-073L b,Microlensing,2012,,3496,12.4,10.1,2800,,,,,,,0.16,,
MOA-2010-BLG-117L,MOA-2010-BLG-117L b,Microlensing,2018,,171.6282,14.2,0.329,3500,,,,,,,0.58,,
MOA-2010-BLG-328L,MOA-2010-BLG-328L b,Microlensing,2013,,9.2,2.99,1.89,810,,,,,,,0.11,,
MOA-2010-BLG-353L,MOA-2010-BLG-353L b,Microlensing,2015,,85.8141,11.1,0.345,6430,,,,,,,0.18,,
MOA-2010-BLG-477L,MOA-2010-BLG-477L b,Microlensing,2012,,476.7,13.6,1.04,2300,,,,5950,,,0.67,,
MOA-2011-BLG-028L,MOA-2011-BLG-028L b,Microlensing,2016,,30,5.99,0.767,7380,,,,,,,0.75,,
MOA-2011-BLG-262L,MOA-2011-BLG-262L b,Microlensing,2014,,18,4.43,1.14,7000,,,,,,,0.12,,
MOA-2011-BLG-291L,MOA-2011-BLG-291L b,Microlensing,2018,,18,4.43,1.14,4400,,,,,,,0.15,,
MOA-2011-BLG-293L,MOA-2011-BLG-293L b,Microlensing,2012,547.5,1525.5,12.9,3.9,7720,,,,,,,0.86,,
MOA-2011-BLG-322L,MOA-2011-BLG-322L b,Microlensing,2013,,3686.7,12.4,10.6,7560,,,,,,,0.39,,
MOA-2012-BLG-006L,MOA-2012-BLG-006L b,Microlensing,2017,,2669.772,12.6,7.33,5300,,,,,,,0.49,,
MOA-2012-BLG-505L,MOA-2012-BLG-505L b,Microlensing,2017,,6.7,2.48,2.41,7210,,,,,,,0.1,,
MOA-2013-BLG-605L,MOA-2013-BLG-605L b,Microlensing,2016,,3.2,1.6,4.29,,,,,,,,0.03,,
MOA-2015-BLG-337L,MOA-2015-BLG-337L b,Microlensing,2018,,33.7,6.42,0.7,7100,,,,,,,0.01,,
MOA-2016-BLG-227L,MOA-2016-BLG-227L b,Microlensing,2017,,889.924,13.2,2.13,6500,,,,,,,0.29,,
MOA-2016-BLG-319L,MOA-2016-BLG-319L b,Microlensing,2018,,197.0546,14.1,0.386,6800,,,,,,,0.15,,
MOA-bin-1L,MOA-bin-1L b,Microlensing,2012,,1175.9,13,2.94,5100,,,,,,,0.75,,
MOA-bin-29,MOA-bin-29 b,Microlensing,2019,,190.698,14.1,0.374,7120,,,,,,,0.03,,
MXB 1658-298,MXB 1658-298 b,Eclipse Timing Variations,2017,760,7532.571,12,24,,,,,,,,1.98,,
NGC 2682 Sand 364,NGC 2682 Sand 364 b,Radial Velocity,2014,121.71,2126.2827,12.7,5.7,837.03,9.8,V (Johnson),6.693,4284,2.2,2.072,9.06,39.59,4.15
NGC 2682 Sand 978,NGC 2682 Sand 978 b,Radial Velocity,2017,511.21,692.8694,13.3,1.62,842.01,9.71,V (Johnson),6.494,4200,1.8,2.157,1.37,21.02,
NGC 2682 YBP 1194,NGC 2682 YBP 1194 b,Radial Velocity,2014,6.959,101.7056,12.3,0.3,895.73,14.6,V (Johnson),12.965,5780,4.44,-0.011,1.01,0.99,4.15
NGC 2682 YBP 1514,NGC 2682 YBP 1514 b,Radial Velocity,2014,5.118,127.132,14,0.255,939.38,14.77,V (Johnson),13.105,5725,4.57,-0.018,0.96,1.1,4.15
NGC 2682 YBP 401,NGC 2682 YBP 401 b,Radial Velocity,2016,4.087,146.2018,14.3,0.275,851.36,13.7,V (Johnson),12.337,6165,4.3,0.289,1.14,1.22,
NGTS-1,NGTS-1 b,Transit,2017,2.647298,258.07796,14.908,0.42,224,15.524,V (Johnson),11.936,3916,4.71,-1.153,0.62,0.57,
NGTS-2,NGTS-2 b,Transit,2018,4.511164,235.1942,17.878,0.226,360.3,10.961,V (Johnson),9.799,6478,4.2,0.631,1.64,1.7,2.17
NGTS-3 A,NGTS-3 A b,Transit,2018,1.6753728,756.4354,16.589,0.31,1010,14.642,V (Johnson),12.814,5600,,-0.144,1.02,0.93,
NGTS-4,NGTS-4 b,Transit,2019,1.3373508,20.6,3.18,3.45,282.6,12.909,G (Gaia),11.073,5143,4.5,-0.353,0.75,0.84,
NGTS-5,NGTS-5 b,Transit,2019,3.3569866,72.78307,12.733,0.194,309.5,13.526,G (Gaia),11.612,4987,4.52,-0.511,0.66,0.74,
NGTS-6,NGTS-6 b,Transit,2019,0.882059,425.57437,14.863,0.711,311.03,14.087,V (Johnson),11.65,4730,4.7,-0.592,0.77,0.75,9.77
NGTS-8,NGTS-8 b,Transit,2019,2.4997,295.5819,12.218,0.89,434.28,13.68,V (Johnson),11.642,5241,4.41,-0.21,0.89,0.98,12.48
NGTS-9,NGTS-9 b,Transit,2019,4.43527,921.707,11.994,2.93,619.74,12.8,V (Johnson),11.452,6330,4.37,0.389,1.34,1.38,0.96
NN Ser,NN Ser c,Eclipse Timing Variations,2010,5573.55,2329.6,12.6,6.4,500,16.59,G (Gaia),16.168,57000,,,0.54,,
NN Ser,NN Ser d,Eclipse Timing Variations,2010,2883.5,731,13.3,1.71,500,16.59,G (Gaia),16.168,57000,,,0.54,,
NSVS 14256825,NSVS 14256825 b,Eclipse Timing Variations,2019,3225,4497.2945,12.3,13.3,838.31,13.245,G (Gaia),13.945,40000,,1.91,0.42,0.19,
NY Vir,NY Vir b,Eclipse Timing Variations,2011,3160,730.978,13.3,1.71,551.99,13.394,G (Gaia),14.635,8868.67,,,,,
NY Vir,NY Vir c,Eclipse Timing Variations,2019,8799,1760.7782,12.8,4.61,551.99,13.394,G (Gaia),14.635,8868.67,,,,,
OGLE-2003-BLG-235L,OGLE-2003-BLG-235L b,Microlensing,2004,,826.358,13.2,1.97,5800,,,,,,,0.63,,
OGLE-2005-BLG-071L,OGLE-2005-BLG-071L b,Microlensing,2005,,1207.7,13,3.02,3200,,,,,,,0.46,,
OGLE-2005-BLG-169L,OGLE-2005-BLG-169L b,Microlensing,2006,,14.1,3.84,1.37,4100,,,,,,,0.69,,
OGLE-2005-BLG-390L,OGLE-2005-BLG-390L b,Microlensing,2005,3285,5.5,2.21,2.8,6600,,,,,,,0.22,,
OGLE-2006-BLG-109L,OGLE-2006-BLG-109L b,Microlensing,2008,1788.5,231,14,0.463,1510,,,,,,,0.51,,
OGLE-2006-BLG-109L,OGLE-2006-BLG-109L c,Microlensing,2008,4927.5,86,11.1,0.346,1510,,,,,,,0.51,,
OGLE-2007-BLG-349L A,OGLE-2007-BLG-349L AB c,Microlensing,2016,2557,80,10.7,0.359,2760,,,,,,,0.41,,
OGLE-2007-BLG-368L,OGLE-2007-BLG-368L b,Microlensing,2009,,20,4.72,1.05,5900,17.71,V (Johnson),,,,,0.64,,
OGLE-2008-BLG-092L,OGLE-2008-BLG-092L b,Microlensing,2014,,56.6,8.71,0.471,8100,,,,,,,0.71,,
OGLE-2008-BLG-355L,OGLE-2008-BLG-355L b,Microlensing,2014,,1462,12.9,3.74,6800,,,,,,,0.37,,
OGLE-2011-BLG-0173L,OGLE-2011-BLG-0173L b,Microlensing,2018,,60.3877,9.05,0.448,6100,,,,,,,0.41,,
OGLE-2011-BLG-0251L,OGLE-2011-BLG-0251L b,Microlensing,2012,,168.44,14.2,0.323,2570,,,,,,,0.26,,
OGLE-2011-BLG-0265L,OGLE-2011-BLG-0265L b,Microlensing,2015,,279.68,13.9,0.572,4380,,,,,,,0.21,,
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L b,Microlensing,2012,,46.08535,7.72,0.55,4019,,,,,,,1.06,,5
OGLE-2012-BLG-0026L,OGLE-2012-BLG-0026L c,Microlensing,2012,,273.3338,13.9,0.559,4019,,,,,,,1.06,,5
OGLE-2012-BLG-0358L,OGLE-2012-BLG-0358L b,Microlensing,2013,,587.96,13.4,1.34,1760,,,,,,,0.02,,
OGLE-2012-BLG-0406L,OGLE-2012-BLG-0406L b,Microlensing,2013,,867.64,13.2,2.07,4970,,,,,,,0.44,,
OGLE-2012-BLG-0563L,OGLE-2012-BLG-0563L b,Microlensing,2015,,123,13.8,0.257,1300,,,,,,,0.34,,
OGLE-2012-BLG-0724L,OGLE-2012-BLG-0724L b,Microlensing,2016,,149.3801,14.3,0.281,6700,,,,,,,0.29,,
OGLE-2012-BLG-0950L,OGLE-2012-BLG-0950L b,Microlensing,2016,,35,6.56,0.681,3000,,,,,,,0.56,,
OGLE-2013-BLG-0102L,OGLE-2013-BLG-0102L b,Microlensing,2014,,3994.486,12.3,11.8,3040,,,,,,,0.1,,
OGLE-2013-BLG-0132L,OGLE-2013-BLG-0132L b,Microlensing,2017,,92.1707,11.6,0.324,3900,,,,,,,0.54,,
OGLE-2013-BLG-0341L B,OGLE-2013-BLG-0341L B b,Microlensing,2014,,2.32,1.33,5.42,1161,,,,,,,0.15,,
OGLE-2013-BLG-1721L,OGLE-2013-BLG-1721L b,Microlensing,2017,,203.4112,14.1,0.399,6300,,,,,,,0.46,,
OGLE-2013-BLG-1761L,OGLE-2013-BLG-1761L b,Microlensing,2018,,858.141,13.2,2.05,6900,,,,,,,0.33,,
OGLE-2014-BLG-0124L,OGLE-2014-BLG-0124L b,Microlensing,2015,,162.09,14.2,0.311,4100,,,,,,,0.71,,
OGLE-2014-BLG-0676L,OGLE-2014-BLG-0676L b,Microlensing,2016,,982.0947,13.1,2.4,2220,,,,,,,0.62,,
OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L b,Microlensing,2018,,55.3,8.59,0.479,6400,,,,,,,0.4,,
OGLE-2014-BLG-1722L,OGLE-2014-BLG-1722L c,Microlensing,2018,,83.7,11,0.346,6400,,,,,,,0.4,,
OGLE-2014-BLG-1760L,OGLE-2014-BLG-1760L b,Microlensing,2016,,177.9848,14.2,0.342,6860,,,,,,,0.51,,
OGLE-2015-BLG-0051L,OGLE-2015-BLG-0051L b,Microlensing,2016,,228.8376,14,0.458,8200,,,,,,,0.1,,
OGLE-2015-BLG-0954L,OGLE-2015-BLG-0954L b,Microlensing,2016,,1080.622,13.1,2.64,600,,,,,,,0.3,,
OGLE-2015-BLG-0966L,OGLE-2015-BLG-0966L b,Microlensing,2016,,21,4.86,1.01,2500,,,,,,,0.38,,
OGLE-2015-BLG-1649L,OGLE-2015-BLG-1649L b,Microlensing,2019,,807.2882,13.2,1.93,4230,,,,,,,0.34,,
OGLE-2015-BLG-1670L,OGLE-2015-BLG-1670L b,Microlensing,2019,,17.9,4.42,1.14,6700,,,,,,,0.55,,
OGLE-2016-BLG-0263L,OGLE-2016-BLG-0263L b,Microlensing,2017,,1303.103,13,3.26,6500,,,,,,,0.13,,
OGLE-2016-BLG-0613L AB,OGLE-2016-BLG-0613L AB b,Microlensing,2017,,1328.5294,13,3.32,3410,,,,,,,0.72,,
OGLE-2016-BLG-1067L,OGLE-2016-BLG-1067L b,Microlensing,2019,,136.6669,14.3,0.257,3730,,,,,,,0.3,,
OGLE-2016-BLG-1190L,OGLE-2016-BLG-1190L b,Microlensing,2017,1224,4252.5654,12.3,12.6,6770,,,,,,,0.88,,
OGLE-2016-BLG-1195L,OGLE-2016-BLG-1195L b,Microlensing,2017,,1.43,1.11,5.75,3910,,,,,,,0.08,,
OGLE-2017-BLG-0173L,OGLE-2017-BLG-0173L b,Microlensing,2018,,3.269,1.62,4.23,4705,,,,,,,0.4,,
OGLE-2017-BLG-0373L,OGLE-2017-BLG-0373L b,Microlensing,2018,,127.44983,14,0.255,5915,,,,,,,0.25,,
OGLE-2017-BLG-0482L,OGLE-2017-BLG-0482L b,Microlensing,2018,,9,2.95,1.93,5800,,,,,,,0.2,,
OGLE-2017-BLG-1140L,OGLE-2017-BLG-1140L b,Microlensing,2018,,505.3497,13.5,1.13,,,,,,,,0.21,,
OGLE-2017-BLG-1434L,OGLE-2017-BLG-1434L b,Microlensing,2018,,4.44962,1.95,3.3,860,,,,,,,0.23,,
OGLE-2017-BLG-1522L,OGLE-2017-BLG-1522L b,Microlensing,2018,,238.3725,14,0.477,,,,,,,,0.04,,
OGLE-2018-BLG-0596L,OGLE-2018-BLG-0596L b,Microlensing,2019,,13.93,3.81,1.38,5650,,,,,,,0.23,,
OGLE-2018-BLG-0740L,OGLE-2018-BLG-0740L b,Microlensing,2019,5480,1525.584,12.9,3.91,3200,,,,5912,4.5,,1,,
OGLE-2018-BLG-1011L,OGLE-2018-BLG-1011L b,Microlensing,2019,,572.094,13.4,1.31,7100,,,,,,,0.18,,
OGLE-2018-BLG-1011L,OGLE-2018-BLG-1011L c,Microlensing,2019,,889.924,13.2,2.13,7100,,,,,,,0.18,,
OGLE-TR-056,OGLE-TR-056 b,Transit,2002,1.2119189,441.77,15.278,0.68,282.84,15.3,V (Johnson),,6050,4.09,0.35,1.17,0.86,3
OGLE-TR-10,OGLE-TR-10 b,Transit,2004,3.101278,197.046,14.011,0.4,1386.23,14.93,V (Johnson),,5950,4.18,0.188,1.14,1.17,3.1
OGLE-TR-111,OGLE-TR-111 b,Transit,2004,4.0144463,174.8065,11.422,0.65,1096.98,15.55,V (Johnson),,5040,4.54,-0.397,0.85,0.83,8.8
OGLE-TR-113,OGLE-TR-113 b,Transit,2004,1.4324752,400.449,12.251,1.2,600,14.42,V (Johnson),,4790,4.55,-0.529,0.78,0.77,13.2
OGLE-TR-132,OGLE-TR-132 b,Transit,2004,1.689868,375.02,13.45,0.85,2500,15.72,V (Johnson),,6210,4.31,0.371,1.3,1.32,1.2
OGLE-TR-182,OGLE-TR-182 b,Transit,2007,3.9791,320.995,12.666,0.41,2669.56,16.678,G (Gaia),14.737,5924,4.14,0.16,1.14,1.14,4.3
OGLE-TR-211,OGLE-TR-211 b,Transit,2007,3.67724,327.351,15.244,0.42,1574.54,15.07,G (Gaia),13.379,6325,4.17,0.267,1.33,1.64,2.6
OGLE2-TR-L9,OGLE2-TR-L9 b,Transit,2008,2.4855335,1430.175,18.046,1.25,1704.36,14.564,G (Gaia),13.117,6933,4.24,0.512,1.52,1.53,1
Oph 11,Oph 11 b,Imaging,2006,7300000,4449.62,12.3,13.1,125,18.912,G (Gaia),13.423,2375,4.25,-2.77,0.02,,5
PDS 70,PDS 70 b,Imaging,2018,43500,2542.64,14.572,,113.43,12.233,V (Johnson),8.542,3972,,-0.456,0.76,1.26,0.005
PDS 70,PDS 70 c,Imaging,2019,,3333.87385,12.4,9.61,113.43,12.233,V (Johnson),8.542,3972,,-0.456,0.76,1.26,0.005
PH1,PH1 b,Transit,2012,138.317,169,6.18,,1000,13.699,G (Gaia),12.395,6407,4.14,0.66,1.53,1.73,2
PH2,PH2 b,Transit,2013,282.5255,25426.4,10.12,,347.27,12.581,G (Gaia),11.116,5629,4.41,-0.102,0.94,1,2.04
POTS-1,POTS-1 b,Transit,2013,3.1606296,734.16,10.548,3.44,1200,17.94,V (Johnson),14.244,4400,4.63,-0.932,0.69,0.59,
PSR B0329+54,PSR B0329+54 b,Pulsar Timing,2017,10140,1.97,1.22,5.96,504.93,20.186,G (Gaia),15.556,,,,1.44,,
PSR B1257+12,PSR B1257+12 b,Pulsar Timing,1994,25.262,0.02,0.338,2.85,600,,,,,,,1.4,,3
PSR B1257+12,PSR B1257+12 c,Pulsar Timing,1992,66.5419,4.3,1.91,3.39,600,,,,,,,1.4,,3
PSR B1257+12,PSR B1257+12 d,Pulsar Timing,1992,98.2114,3.9,1.8,3.67,600,,,,,,,1.4,,3
PSR B1620-26,PSR B1620-26 b,Pulsar Timing,2003,,794.575,13.3,1.86,,,,,,,,1.35,,
PSR J1719-1438,PSR J1719-1438 b,Pulsar Timing,2011,0.09070629,382.8,,23,1200,,,,4500,,,1.4,0.04,12.5
PSR J2322-2650,PSR J2322-2650 b,Pulsar Timing,2017,0.322964,252.64307,13.9,1.84,230,,,,,,,1.4,,
Pr0201,Pr0201 b,Radial Velocity,2012,4.4264,171.6282,14.2,0.329,181.54,10.52,V (Johnson),9.142,6174,4.41,0.245,1.24,1.15,
Pr0211,Pr0211 b,Radial Velocity,2012,2.1461,597.5204,13.4,1.36,183.68,12.06,V (Johnson),10.173,5300,4.51,-0.336,0.94,0.83,0.578
Pr0211,Pr0211 c,Radial Velocity,2016,4850,2475.8957,12.6,6.8,183.68,12.06,V (Johnson),10.173,5300,4.51,-0.336,0.94,0.83,0.578
Proxima Cen,Proxima Cen b,Radial Velocity,2016,11.186,1.27,1.08,5.54,1.3,11.11,V (Johnson),4.384,3050,,-2.81,0.12,0.14,
Qatar-1,Qatar-1 b,Transit,2010,1.4200242,411.27202,12.812,1.076,186.61,12.843,V (Johnson),10.409,5013,4.55,-0.438,0.84,0.8,1.19
Qatar-10,Qatar-10 b,Transit,2019,1.645321,233.92288,17.295,0.248,539,12.879,V (Johnson),11.382,6124,4.3,0.3,1.16,1.25,3.2
Qatar-2,Qatar-2 b,Transit,2011,1.33711647,792.635,14.056,1.573,182.32,13.3,V (Johnson),10.619,4645,4.53,-0.733,0.74,0.78,5
Qatar-3,Qatar-3 b,Transit,2017,2.5079204,1369.8473,12.285,4,750.99,12.88,V (Johnson),11.219,6007,4.29,0.279,1.15,1.27,0.31
Qatar-4,Qatar-4 b,Transit,2017,1.8053564,1938.763,12.722,5.1,332.17,13.6,V (Johnson),11.519,5215,4.53,-0.318,0.9,0.85,0.17
Qatar-5,Qatar-5 b,Transit,2017,2.8792319,1373.0256,12.408,3.95,371.39,12.82,V (Johnson),10.956,5747,4.43,0.056,1.13,1.08,0.53
Qatar-6,Qatar-6 b,Transit,2017,3.506195,212.31044,11.904,0.692,101.14,11.438,V (Johnson),9.226,5052,4.64,-0.514,0.82,0.72,1.02
Qatar-7,Qatar-7 b,Transit,2019,2.032046,597.5204,19.055,0.502,725,13.03,V (Johnson),11.561,6387,4.2,0.563,1.41,1.56,1.69
Qatar-8,Qatar-8 b,Transit,2019,3.71495,117.91493,14.404,0.216,276.7,11.526,V (Johnson),9.937,5738,4.21,0.228,1.03,1.31,8.3
Qatar-9,Qatar-9 b,Transit,2019,1.540731,378.2177,11.31,1.43,211.4,14.133,V (Johnson),11.104,4309,4.61,-0.821,0.72,0.7,7.5
ROXs 12,ROXs 12 b,Imaging,2013,,5085,12.2,15.4,137.19,14.294,V (Johnson),9.099,3850,,-0.759,0.87,1.19,0.008
ROXs 42 B,ROXs 42 B b,Imaging,2013,,2860,12.5,8.05,135,13.116,G (Gaia),8.671,3850.87,,-0.792,1,0.9,0.003
RR Cae,RR Cae b,Eclipse Timing Variations,2012,4343.5,1334.886,13,3.34,21.2,13.658,G (Gaia),9.852,4134.3,,,0.44,,
Ross 128,Ross 128 b,Radial Velocity,2017,9.8658,1.4,1.11,5.63,3.38,11.15,V (Johnson),5.654,3192,,-2.441,0.17,0.2,5
Ross 458,Ross 458 c,Imaging,2010,,1997.59,13.675,4.29,11.51,9.72,V (Johnson),5.578,3621,,-1.222,0.49,0.63,
SR 12 AB,SR 12 AB c,Imaging,2010,,4131.62,12.3,12.2,112.32,13.265,V (Johnson),8.408,3828.93,,-0.628,,1.1,
SWEEPS-11,SWEEPS-11 b,Transit,2006,1.796,3082.82,12.666,8.34,8500,19.83,V (Johnson),,,,,1.1,1.45,
SWEEPS-4,SWEEPS-4 b,Transit,2006,4.2,1207.7,9.079,8.87,8500,18.8,V (Johnson),,,,,1.24,1.18,
TAP 26,TAP 26 b,Radial Velocity,2017,10.79,527.5978,13.5,1.18,147,11.81,G (Gaia),9.27,4620,4.5,-0.25,1.04,1.17,0.017
TCP J05074264+2447555,TCP J05074264+2447555 b,Microlensing,2018,,9.2,2.99,1.89,380,,,,,,,0.25,,
TOI 125,TOI 125 b,Transit,2019,4.65382,8.02,2.755,2.11,111.4,10.892,V (Johnson),8.995,5282,4.52,-0.293,0.87,0.85,6.6
TOI 125,TOI 125 c,Transit,2019,9.15067,8.2,2.79,2.07,111.4,10.892,V (Johnson),8.995,5282,4.52,-0.293,0.87,0.85,6.6
TOI 150,TOI 150.01,Transit,2019,5.857487,797.7533,14.067,1.68,336,11.341,G (Gaia),9.94,6255,4.13,0.497,1.35,1.53,2.346
TOI 163,TOI 163 b,Transit,2019,4.231306,387.7526,16.69,0.49,416.5,11.219,G (Gaia),10.124,6495,4.19,0.636,1.44,1.65,1.823
TOI 172,TOI 172 b,Transit,2019,9.47725,1722.6386,10.817,7.53,336.47,11.193,G (Gaia),9.722,5645,3.99,0.461,1.13,1.78,7.4
TOI 216,TOI 216.01,Transit,2019,34.556,200,11.29,0.76,178.84,12.324,V (Johnson),10.218,5026,4.66,-0.442,0.87,0.84,
TOI 216,TOI 216.02,Transit,2019,17.089,30,7.69,0.34,178.84,12.324,V (Johnson),10.218,5026,4.66,-0.442,0.87,0.84,
TOI 270,TOI 270 b,Transit,2019,3.36008,2.09,1.247,5.92,22.45,12.62,V (Johnson),8.251,3386,,-1.77,0.4,0.38,
TOI 270,TOI 270 c,Transit,2019,5.660172,6.44,2.42,2.5,22.45,12.62,V (Johnson),8.251,3386,,-1.77,0.4,0.38,
TOI 270,TOI 270 d,Transit,2019,11.38014,5.18,2.13,2.95,22.45,12.62,V (Johnson),8.251,3386,,-1.77,0.4,0.38,
TRAPPIST-1,TRAPPIST-1 b,Transit,2016,1.51087081,0.85,1.086,3.6,12.43,18.8,V (Johnson),10.296,2559,,-3.281,0.08,0.12,0.5
TRAPPIST-1,TRAPPIST-1 c,Transit,2016,2.4218233,1.38,1.056,6.45,12.43,18.8,V (Johnson),10.296,2559,,-3.281,0.08,0.12,0.5
TRAPPIST-1,TRAPPIST-1 d,Transit,2016,4.04961,0.41,0.772,4.9,12.43,18.8,V (Johnson),10.296,2559,,-3.281,0.08,0.12,0.5
