host_star_name,exoplanet_name,disc_year,earth_mass,earth_radii,solar_mass,solar_rad,dist_parsec,orbital_period
KOI-142,KOI-142 c,2013,198.8,14.1,0.96,0.88,339,22.3395
KOI-1599,KOI-1599.01,2019,4.6,1.9,1.02,0.97,1168.99,20.4415
KOI-1599,KOI-1599.02,2019,9,1.9,1.02,0.97,1168.99,13.6088
KOI-217,KOI-217 b,2010,,12.442,0.95,0.86,800,3.90512
KOI-351,KOI-351 b,2013,2.27,1.31,1.2,1.2,780,7.008151
KOI-351,KOI-351 c,2013,1.81,1.19,1.2,1.2,780,8.719375
KOI-351,KOI-351 d,2013,8.6,2.87,1.2,1.2,780,59.73667
KOI-351,KOI-351 e,2013,7.56,2.66,1.2,1.2,780,91.93913
KOI-351,KOI-351 f,2013,8.65,2.88,1.2,1.2,780,124.9144
KOI-351,KOI-351 g,2013,254.264,8.1,1.2,1.2,780,210.60697
KOI-351,KOI-351 h,2013,381.396,11.3,1.2,1.2,780,331.60059
KOI-3680,KOI-3680 b,2018,613.4119,11.097,1.01,0.96,946.59,141.241671
KOI-55,KOI-55 b,2011,0.44,0.759,0.5,0.2,1180,0.240104
KOI-55,KOI-55 c,2011,0.655,0.867,0.5,0.2,1180,0.342887
KOI-94,KOI-94 b,2013,10.5,1.71,1.28,1.52,483.65,3.743208
KOI-94,KOI-94 c,2013,15.6,4.32,1.28,1.52,483.65,10.423648
KOI-94,KOI-94 d,2013,106,11.27,1.28,1.52,483.65,22.342989
KOI-94,KOI-94 e,2013,35,6.56,1.28,1.52,483.65,54.32031
KPS-1,KPS-1 b,2018,346.4347,11.545,0.89,0.91,264.69,1.706291
Kapteyn,Kapteyn c,2014,7,2.54,0.28,0.29,3.93,121.54
Kepler-10,Kepler-10 b,2011,4.60853,1.481,0.91,1.06,186.5,0.837491
Kepler-10,Kepler-10 c,2011,17.2,2.35,0.91,1.06,186.5,45.294301
Kepler-100,Kepler-100 b,2014,7.34,1.32,1.08,1.49,307.34,6.88705
Kepler-100,Kepler-100 c,2014,7.05,2.2,1.08,1.49,307.34,12.8159
Kepler-100,Kepler-100 d,2014,3,1.61,1.08,1.49,307.34,35.3331
Kepler-1000,Kepler-1000 b,2016,20.3,4.76,1.4,1.51,925,120.0181272
Kepler-1001,Kepler-1001 b,2016,10.1,3.15,0.9,0.88,1009,14.30511983
Kepler-1002,Kepler-1002 b,2016,3.57,1.71,1.22,1.57,425,4.33642933
Kepler-1003,Kepler-1003 b,2016,3.82,1.78,1.11,1.17,873,3.55485691
Kepler-1004,Kepler-1004 b,2016,32.5,6.28,1.11,3.39,1080,5.28789787
Kepler-1005,Kepler-1005 b,2016,2.86,1.5,1,1.06,515,6.49801525
Kepler-1006,Kepler-1006 b,2016,2.99,1.54,0.78,0.74,496,19.76172042
Kepler-1007,Kepler-1007 b,2016,2.67,1.44,0.73,0.7,365,5.18500207
Kepler-1008,Kepler-1008 b,2016,2.18,1.28,0.81,0.78,299,12.43931193
Kepler-1009,Kepler-1009 b,2016,5.35,2.17,0.59,0.57,281,11.35011917
Kepler-101,Kepler-101 b,2014,51.1,5.77,1.17,1.56,953.44,3.4876812
Kepler-101,Kepler-101 c,2014,3.78,1.25,1.17,1.56,953.44,6.02976
Kepler-1010,Kepler-1010 b,2016,5.99,2.32,0.86,0.82,610,34.2685705
Kepler-1011,Kepler-1011 b,2016,8.6,2.87,0.91,0.88,860,5.75322197
Kepler-1012,Kepler-1012 b,2016,2.21,1.29,0.95,0.91,420,5.50860439
Kepler-1013,Kepler-1013 b,2016,5.27,2.15,0.81,0.76,433,18.93054959
Kepler-1014,Kepler-1014 b,2016,6.3,2.39,0.88,0.84,672,16.57110363
Kepler-1015,Kepler-1015 b,2016,12.3,3.55,1.49,1.81,932,16.00494214
Kepler-1016,Kepler-1016 b,2016,5.39,2.18,0.99,1,1239,1.95452434
Kepler-1016,Kepler-1016 c,2016,13.1,3.68,0.99,1,1239,105.6551369
Kepler-1017,Kepler-1017 b,2016,4.62,1.99,0.93,0.87,554,7.23400469
Kepler-1018,Kepler-1018 b,2016,7.18,2.58,0.91,0.88,894,49.1013514
Kepler-1019,Kepler-1019 b,2016,2.73,1.46,0.7,0.67,198,1.41122985
Kepler-102,Kepler-102 b,2014,4.3,0.47,0.81,0.76,108.13,5.28696
Kepler-102,Kepler-102 c,2014,3,0.58,0.81,0.76,108.13,7.07142
Kepler-102,Kepler-102 d,2014,3.8,1.18,0.81,0.76,108.13,10.3117
Kepler-102,Kepler-102 e,2013,8.93,2.22,0.81,0.76,108.13,16.1457
Kepler-102,Kepler-102 f,2014,5.2,0.88,0.81,0.76,108.13,27.4536
Kepler-1020,Kepler-1020 b,2016,5.82,2.28,0.87,0.8,446,96.9151496
Kepler-1021,Kepler-1021 b,2016,6.04,2.33,0.89,0.86,837,13.47469571
Kepler-1022,Kepler-1022 b,2016,6.17,2.36,0.71,0.68,455,10.99469878
Kepler-1023,Kepler-1023 b,2016,7.41,2.63,0.93,0.89,686,62.1387714
Kepler-1024,Kepler-1024 b,2016,14.5,3.91,0.81,0.78,1017,66.4162133
Kepler-1025,Kepler-1025 b,2016,4.58,1.98,1.09,1.13,716,37.3229493
Kepler-1026,Kepler-1026 b,2016,5.52,2.21,0.79,0.75,389,36.5156053
Kepler-1027,Kepler-1027 b,2016,0.64,0.89,0.91,0.82,291,1.9078052
Kepler-1028,Kepler-1028 b,2016,2.33,1.33,0.9,0.87,633,2.51462432
Kepler-1029,Kepler-1029 b,2016,2.13,1.26,0.82,0.77,422,4.41769648
Kepler-103,Kepler-103 b,2014,9.7,3.37,1.09,1.44,501.93,15.9654
Kepler-103,Kepler-103 c,2014,36.1,5.14,1.09,1.44,501.93,179.612
Kepler-1030,Kepler-1030 b,2016,6.71,2.48,0.8,0.76,795,19.32952416
Kepler-1031,Kepler-1031 b,2016,0.59,0.87,1.09,1.12,741,1.22621732
Kepler-1032,Kepler-1032 b,2016,4.16,1.87,0.77,0.71,607,3.29011795
Kepler-1033,Kepler-1033 b,2016,6.85,2.51,0.94,0.92,1425,7.56052806
Kepler-1034,Kepler-1034 b,2016,5.73,2.26,0.83,0.8,706,12.12400943
Kepler-1035,Kepler-1035 b,2016,1.71,1.17,0.98,0.97,408,2.71407755
Kepler-1036,Kepler-1036 b,2016,9.32,3.01,0.95,0.89,507,122.8808058
Kepler-1037,Kepler-1037 b,2016,2.18,1.28,0.82,0.78,451,1.06378867
Kepler-1038,Kepler-1038 b,2016,12.2,3.53,0.87,0.83,622,148.4603382
Kepler-1039,Kepler-1039 b,2016,2.73,1.46,0.79,0.74,324,0.93488424
Kepler-104,Kepler-104 b,2014,19.6,3.1,1.01,1.35,405.42,11.427548
Kepler-104,Kepler-104 c,2014,9.96,3.13,1.01,1.35,405.42,23.668205
Kepler-104,Kepler-104 d,2014,12.5,3.58,1.01,1.35,405.42,51.755394
Kepler-1040,Kepler-1040 b,2016,4.98,2.08,0.98,0.96,473,201.1214
Kepler-1041,Kepler-1041 b,2016,8.96,2.94,1.06,1.08,979,24.7576421
Kepler-1042,Kepler-1042 b,2016,5.43,2.19,0.75,0.72,659,10.13202575
Kepler-1043,Kepler-1043 b,2016,7.04,2.55,0.92,0.9,838,38.5053398
Kepler-1044,Kepler-1044 b,2016,7.61,2.67,1.08,1.11,1507,6.77408868
Kepler-1045,Kepler-1045 b,2016,7.7,2.69,0.86,0.82,971,26.41045478
Kepler-1046,Kepler-1046 b,2016,3.57,1.71,1.04,1.04,518,14.37508035
Kepler-1047,Kepler-1047 b,2016,5.02,2.09,1.08,1.13,566,56.1886887
Kepler-1047,Kepler-1047 c,2016,0.937,0.99,1.08,1.13,566,3.18897601
Kepler-1048,Kepler-1048 b,2016,3.22,1.61,0.75,0.7,415,6.92101021
Kepler-1049,Kepler-1049 b,2016,0.809,0.95,0.51,0.49,129,3.27346074
Kepler-105,Kepler-105 b,2013,5.1,4.81,0.96,0.89,465.33,5.4122
Kepler-105,Kepler-105 c,2014,4.6,1.31,0.96,0.89,465.33,7.1262
Kepler-1050,Kepler-1050 b,2016,3.19,1.6,1.09,1.13,555,15.3787546
Kepler-1050,Kepler-1050 c,2016,2.79,1.48,1.09,1.13,555,21.1284569
Kepler-1051,Kepler-1051 b,2016,11.5,3.4,1.43,1.73,1021,25.96200249
Kepler-1052,Kepler-1052 b,2016,8.91,2.93,1.03,1.03,1051,34.8538276
Kepler-1053,Kepler-1053 b,2016,0.904,0.98,0.74,0.69,171,2.41435165
Kepler-1054,Kepler-1054 b,2016,7.41,2.63,1.22,1.34,1050,4.30655689
Kepler-1055,Kepler-1055 b,2016,2.04,1.23,0.98,0.94,422,2.29503623
Kepler-1056,Kepler-1056 b,2016,9.32,3.01,1.12,1.2,971,27.495606
Kepler-1057,Kepler-1057 b,2016,11.2,3.36,1.07,1.1,1462,14.08827448
Kepler-1058,Kepler-1058 b,2016,7.85,2.72,0.73,0.69,525,110.96546
Kepler-1059,Kepler-1059 b,2016,3.64,1.73,0.75,0.72,673,3.76419105
Kepler-106,Kepler-106 b,2014,5.3,0.82,1,1.04,449.98,6.16486
Kepler-106,Kepler-106 c,2014,10.44,2.5,1,1.04,449.98,13.5708
Kepler-106,Kepler-106 d,2014,8.1,0.95,1,1.04,449.98,23.9802
Kepler-106,Kepler-106 e,2014,11.17,2.56,1,1.04,449.98,43.8445
Kepler-1060,Kepler-1060 b,2016,6.26,2.38,0.99,0.99,861,46.8779367
Kepler-1061,Kepler-1061 b,2016,4.58,1.98,1.09,1.07,585,2.75798267
Kepler-1062,Kepler-1062 b,2016,3.75,1.76,0.75,0.7,388,9.30412078
Kepler-1063,Kepler-1063 b,2016,2.83,1.49,1.09,1.14,365,14.07971466
Kepler-1064,Kepler-1064 b,2016,3.02,1.55,0.85,0.79,374,16.54080322
Kepler-1065,Kepler-1065 b,2016,13.4,3.73,0.94,0.93,1078,3.60930891
Kepler-1065,Kepler-1065 c,2016,3.19,1.6,0.94,0.93,1078,2.37030743
Kepler-1066,Kepler-1066 b,2016,6.17,2.36,0.98,0.98,399,1.93155984
Kepler-1067,Kepler-1067 b,2016,0.437,0.8,0.95,0.93,689,0.76212926
Kepler-1068,Kepler-1068 b,2016,12.8,3.63,1.01,1.01,1532,16.92344113
Kepler-1069,Kepler-1069 b,2016,3.19,1.6,0.99,0.98,435,23.8990296
Kepler-107,Kepler-107 b,2014,3.51,1.536,1.24,1.45,525.5,3.1800218
Kepler-107,Kepler-107 c,2014,9.39,1.597,1.24,1.45,525.5,4.901452
Kepler-107,Kepler-107 d,2014,3.8,0.86,1.24,1.45,525.5,7.95839
Kepler-107,Kepler-107 e,2014,8.6,2.903,1.24,1.45,525.5,14.749143
Kepler-1070,Kepler-1070 b,2016,3.64,1.73,1.21,1.32,1040,6.2216147
Kepler-1071,Kepler-1071 b,2016,6.26,2.38,0.86,0.81,964,6.1799844
Kepler-1072,Kepler-1072 b,2016,3.12,1.58,1.2,1.32,976,1.5690665
Kepler-1073,Kepler-1073 b,2016,5.9,2.3,1,1,837,8.67888593
Kepler-1073,Kepler-1073 c,2016,3.33,1.64,1,1,837,4.02582254
Kepler-1074,Kepler-1074 b,2016,2.1,1.25,0.6,0.57,245,5.94566534
Kepler-1075,Kepler-1075 b,2016,2.6,1.42,0.56,0.54,265,1.52372816
Kepler-1076,Kepler-1076 b,2016,0.437,0.8,0.79,0.74,199,6.14727918
Kepler-1077,Kepler-1077 b,2016,8.1,2.77,1.02,1.02,1098,34.3511874
Kepler-1078,Kepler-1078 b,2016,4.27,1.9,0.94,0.92,1215,3.00725242
Kepler-1079,Kepler-1079 b,2016,3.29,1.63,1.08,1.36,481,13.24503188
Kepler-108,Kepler-108 b,2014,56,8.65,1.36,2.19,729,49.183921
Kepler-108,Kepler-108 c,2014,50.9,8.18,1.36,2.19,729,190.323494
Kepler-1080,Kepler-1080 b,2016,10.8,3.28,1.1,1.16,688,77.2548396
Kepler-1081,Kepler-1081 b,2016,1.01,1.01,0.88,0.84,425,3.85691855
Kepler-1082,Kepler-1082 b,2016,1.46,1.12,1.03,1.14,628,1.5432066
Kepler-1083,Kepler-1083 b,2016,11.2,3.36,0.81,0.77,912,33.4177993
Kepler-1084,Kepler-1084 b,2016,1.41,1.11,1.12,1.28,427,2.05333679
Kepler-1085,Kepler-1085 b,2016,41.2,7.22,1.11,1.14,1518,219.3217528
Kepler-1086,Kepler-1086 b,2016,6.53,2.44,0.7,0.66,464,18.78425728
Kepler-1086,Kepler-1086 c,2016,8.96,2.94,0.7,0.66,464,161.5163345
Kepler-1087,Kepler-1087 b,2016,0.165,0.61,0.96,0.94,354,0.69384285
Kepler-1088,Kepler-1088 b,2016,2.6,1.42,1.08,1.08,300,23.12748644
Kepler-1089,Kepler-1089 b,2016,4.01,1.83,0.52,0.49,227,5.13248562
Kepler-109,Kepler-109 b,2014,7.3,2.37,1.04,1.32,481.4,6.48163
Kepler-109,Kepler-109 c,2014,21.8,2.52,1.04,1.32,481.4,21.2227
Kepler-1090,Kepler-1090 b,2016,5.69,2.25,0.86,0.82,702,198.680179
Kepler-1091,Kepler-1091 b,2016,2.73,1.46,1.01,1.03,915,1.43474156
Kepler-1092,Kepler-1092 b,2016,4.94,2.07,0.99,1,914,58.6017925
Kepler-1093,Kepler-1093 b,2016,4.46,1.95,1.13,1.2,848,25.0824626
Kepler-1093,Kepler-1093 c,2016,4.5,1.96,1.13,1.2,848,89.722292
Kepler-1094,Kepler-1094 b,2016,10.2,3.18,1.14,1.21,1371,78.1000231
Kepler-1095,Kepler-1095 b,2016,1.92,1.21,0.94,0.92,758,4.27103091
Kepler-1096,Kepler-1096 b,2016,2.07,1.24,0.66,0.63,344,2.89221751
Kepler-1097,Kepler-1097 b,2016,10.7,3.26,0.82,0.79,738,187.747029
Kepler-1098,Kepler-1098 b,2016,2.24,1.3,0.99,0.99,876,2.54307286
Kepler-1099,Kepler-1099 b,2016,8.4,2.83,1.01,1,1209,2.16845259
Kepler-11,Kepler-11 b,2010,1.9,1.8,0.96,1.06,658.59,10.3039
Kepler-11,Kepler-11 c,2010,2.9,2.87,0.96,1.06,658.59,13.0241
Kepler-11,Kepler-11 d,2010,7.3,3.12,0.96,1.06,658.59,22.6845
Kepler-11,Kepler-11 e,2010,8,4.19,0.96,1.06,658.59,31.9996
Kepler-11,Kepler-11 f,2010,2,2.49,0.96,1.06,658.59,46.6888
Kepler-11,Kepler-11 g,2010,25,3.33,0.96,1.06,658.59,118.3807
Kepler-110,Kepler-110 b,2014,4.01,1.83,1.15,1.15,596.52,12.691112
Kepler-110,Kepler-110 c,2014,5.52,2.21,1.15,1.15,596.52,31.719775
Kepler-1100,Kepler-1100 b,2016,3.71,1.75,1.21,1.34,940,6.42200058
Kepler-1101,Kepler-1101 b,2016,6.66,2.47,0.94,0.91,897,81.3151059
Kepler-1102,Kepler-1102 b,2016,7.56,2.66,0.96,0.94,986,51.3285623
Kepler-1103,Kepler-1103 b,2016,5.77,2.27,1.11,1.15,921,19.79191978
Kepler-1104,Kepler-1104 b,2016,2.04,1.23,1.3,1.41,516,5.03728015
Kepler-1105,Kepler-1105 b,2016,4.7,2.01,0.71,0.68,369,4.42157218
Kepler-1106,Kepler-1106 b,2016,3.36,1.65,1.11,1.17,1168,1.25275217
Kepler-1107,Kepler-1107 b,2016,2.36,1.34,0.86,0.82,457,0.57103852
Kepler-1108,Kepler-1108 b,2016,2.73,1.46,0.88,0.84,764,4.51005748
Kepler-1109,Kepler-1109 b,2016,5.43,2.19,1.05,1.06,797,37.6467384
Kepler-111,Kepler-111 b,2014,3.12,1.58,1.1,1.16,669.92,3.341815
Kepler-111,Kepler-111 c,2014,42,7.3,1.1,1.16,669.92,224.784608
Kepler-1110,Kepler-1110 b,2016,7.56,2.66,0.73,0.7,726,9.69312032
Kepler-1111,Kepler-1111 b,2016,4.66,2,1.1,1.15,1142,8.79617863
Kepler-1112,Kepler-1112 b,2016,9.38,3.02,1.34,1.54,1734,14.36267939
Kepler-1113,Kepler-1113 b,2016,8.3,2.81,1.12,1.17,1127,42.3004954
Kepler-1114,Kepler-1114 b,2016,2.39,1.35,0.87,0.83,427,14.97435694
Kepler-1115,Kepler-1115 b,2016,3.53,1.7,1.6,1.73,935,23.5540725
Kepler-1116,Kepler-1116 b,2016,6.99,2.54,0.95,0.93,1017,41.6977827
Kepler-1117,Kepler-1117 b,2016,1.41,1.11,0.95,0.93,619,4.79028459
Kepler-1118,Kepler-1118 b,2016,7.95,2.74,0.96,0.97,818,38.6715075
Kepler-1119,Kepler-1119 b,2016,4.35,1.92,1.11,1.17,1288,8.3265153
Kepler-112,Kepler-112 b,2014,6.17,2.36,0.89,0.84,520.9,8.408878
Kepler-112,Kepler-112 c,2014,6.35,2.4,0.89,0.84,520.9,28.574263
Kepler-1120,Kepler-1120 b,2016,2.48,1.38,0.78,0.74,635,2.94902905
Kepler-1121,Kepler-1121 b,2016,4.31,1.91,1.29,1.59,529,13.15141081
Kepler-1122,Kepler-1122 b,2016,4.82,2.04,0.92,0.89,924,42.1917357
Kepler-1123,Kepler-1123 b,2016,3.43,1.67,0.93,0.9,796,4.33946454
Kepler-1124,Kepler-1124 b,2016,2.18,1.28,0.35,0.34,177,2.85234897
Kepler-1125,Kepler-1125 b,2016,4.04,1.84,0.95,0.94,910,17.6700642
Kepler-1126,Kepler-1126 b,2016,3.64,1.73,0.92,0.93,668,108.593329
Kepler-1127,Kepler-1127 b,2016,4.5,1.96,0.97,0.95,996,5.12330347
Kepler-1128,Kepler-1128 b,2016,12.9,3.65,0.94,0.91,1163,61.6178167
Kepler-1129,Kepler-1129 b,2016,9.06,2.96,1,1,1258,24.3397804
Kepler-1129,Kepler-1129 c,2016,7.9,2.73,1,1,1258,76.5369586
Kepler-113,Kepler-113 b,2014,11.7,1.82,0.75,0.69,264.35,4.754
Kepler-113,Kepler-113 c,2014,8.7,2.18,0.75,0.69,264.35,8.92507
Kepler-1130,Kepler-1130 b,2016,0.437,0.8,0.9,0.81,234,5.45298175
Kepler-1131,Kepler-1131 b,2016,3.15,1.59,1.03,1.04,1109,3.53232449
Kepler-1132,Kepler-1132 b,2016,6.12,2.35,0.87,0.83,940,62.8916228
Kepler-1133,Kepler-1133 b,2016,4.54,1.97,0.93,0.9,821,11.55562343
Kepler-1134,Kepler-1134 b,2016,7.46,2.64,0.84,0.81,997,17.13263989
Kepler-1135,Kepler-1135 b,2016,4.08,1.85,0.96,0.94,728,76.957857
Kepler-1136,Kepler-1136 b,2016,3.33,1.64,0.72,0.68,545,2.36172433
Kepler-1137,Kepler-1137 b,2016,5.48,2.2,1.5,1.84,971,23.9210791
Kepler-1138,Kepler-1138 b,2016,3.53,1.7,0.95,0.92,1101,3.17060005
Kepler-1139,Kepler-1139 b,2016,1.81,1.19,0.94,0.91,555,0.81316672
Kepler-114,Kepler-114 b,2014,6.8,1.26,0.77,0.67,261.49,5.188549
Kepler-114,Kepler-114 c,2013,2.8,1.6,0.77,0.67,261.49,8.041
Kepler-114,Kepler-114 d,2013,3.9,2.53,0.77,0.67,261.49,11.776
Kepler-1140,Kepler-1140 b,2016,8.1,2.77,0.76,0.73,657,24.0862707
Kepler-1141,Kepler-1141 b,2016,0.477,0.82,1.01,1.07,365,2.34451194
Kepler-1142,Kepler-1142 b,2016,2.76,1.47,0.97,0.96,697,18.3027248
Kepler-1143,Kepler-1143 b,2016,3.43,1.67,0.81,0.77,632,2.88890485
Kepler-1143,Kepler-1143 c,2016,12.6,3.6,0.81,0.77,632,210.630591
Kepler-1144,Kepler-1144 b,2016,4.62,1.99,0.98,0.96,1012,17.14647302
Kepler-1145,Kepler-1145 b,2016,2.54,1.4,0.79,0.75,714,3.97076766
Kepler-1146,Kepler-1146 b,2016,2.04,1.23,0.74,0.7,694,2.3522658
Kepler-1147,Kepler-1147 b,2016,7.32,2.61,1.09,1.14,1476,10.62784997
Kepler-1148,Kepler-1148 b,2016,3.5,1.69,0.81,0.77,682,1.10446351
Kepler-1149,Kepler-1149 b,2016,2.67,1.44,1.02,1.01,1023,3.73089898
Kepler-115,Kepler-115 b,2014,1.32,1.09,1.07,1.21,634.97,2.403679
Kepler-115,Kepler-115 c,2014,7.27,2.6,1.07,1.21,634.97,8.990889
Kepler-1150,Kepler-1150 b,2016,1.04,1.02,0.76,0.72,373,2.78786839
Kepler-1151,Kepler-1151 b,2016,5.56,2.22,0.88,0.85,763,65.6478424
Kepler-1152,Kepler-1152 b,2016,0.59,0.87,0.55,0.53,184,1.64680191
Kepler-1153,Kepler-1153 b,2016,3.64,1.73,0.91,0.88,1185,1.75583533
Kepler-1154,Kepler-1154 b,2016,6.08,2.34,1.26,1.43,1531,5.1856142
Kepler-1154,Kepler-1154 c,2016,6.17,2.36,1.26,1.43,1531,8.45808312
Kepler-1155,Kepler-1155 b,2016,4.78,2.03,1.03,1.03,987,33.469743
Kepler-1156,Kepler-1156 b,2016,2.3,1.32,1,1,759,11.89520511
Kepler-1157,Kepler-1157 b,2016,1.32,1.09,0.76,0.71,346,4.45743164
Kepler-1158,Kepler-1158 b,2016,6.08,2.34,1.41,1.95,1258,13.5396293
Kepler-1159,Kepler-1159 b,2016,6.21,2.37,1.19,1.28,1238,22.70816791
Kepler-116,Kepler-116 b,2014,11.6,3.42,1.21,1.45,982.04,5.968734
Kepler-116,Kepler-116 c,2014,5.9,2.3,1.21,1.45,982.04,13.07163
Kepler-1160,Kepler-1160 b,2016,5.22,2.14,0.92,0.89,1293,7.97034958
Kepler-1161,Kepler-1161 b,2016,5.18,2.13,0.59,0.57,428,10.71252541
Kepler-1162,Kepler-1162 b,2016,5.52,2.21,0.89,0.84,989,32.5637069
Kepler-1163,Kepler-1163 b,2016,1.08,1.03,1.22,1.35,487,6.11786898
Kepler-1164,Kepler-1164 b,2016,1.46,1.12,0.85,0.79,447,3.97599768
Kepler-1165,Kepler-1165 b,2016,3.02,1.55,1.13,1.18,1081,9.478522
Kepler-1166,Kepler-1166 b,2016,3.5,1.69,0.9,0.86,648,33.2406882
Kepler-1167,Kepler-1167 b,2016,3.57,1.71,0.79,0.75,811,1.00393374
Kepler-1168,Kepler-1168 b,2016,6.8,2.5,0.87,0.82,911,55.8226539
Kepler-1169,Kepler-1169 b,2016,0.779,0.94,1.24,1.23,538,6.11009134
Kepler-117,Kepler-117 b,2014,29.875,8.059,1.13,1.61,1430,18.7959228
Kepler-117,Kepler-117 c,2014,584.78,12.341,1.13,1.61,1430,50.790391
Kepler-1170,Kepler-1170 b,2016,6.39,2.41,0.8,0.76,911,9.98969327
Kepler-1171,Kepler-1171 b,2016,7.08,2.56,1.58,1.95,615,1.44259224
Kepler-1172,Kepler-1172 b,2016,10.3,3.2,0.92,0.89,1292,26.0204423
Kepler-1173,Kepler-1173 b,2016,0.64,0.89,0.86,0.82,402,0.7698536
Kepler-1174,Kepler-1174 b,2016,3.15,1.59,1.04,1.04,829,6.89225223
Kepler-1175,Kepler-1175 b,2016,9.22,2.99,0.9,0.86,1244,37.94563
Kepler-1176,Kepler-1176 b,2016,6.57,2.45,1.01,1.02,1023,24.1738579
Kepler-1177,Kepler-1177 b,2016,4.27,1.9,0.98,0.97,829,106.247547
Kepler-1178,Kepler-1178 b,2016,1.24,1.07,0.8,0.75,336,31.80634
Kepler-1179,Kepler-1179 b,2016,2.3,1.32,0.84,0.81,454,2.68505749
Kepler-118,Kepler-118 b,2014,4.5,1.96,0.85,1.09,583.81,7.518496
Kepler-118,Kepler-118 c,2014,45.7,7.68,0.85,1.09,583.81,20.17202
Kepler-1180,Kepler-1180 b,2016,4.62,1.99,1.09,1.14,1284,16.8601286
Kepler-1181,Kepler-1181 b,2016,3.09,1.57,1.17,1.3,867,4.89337519
Kepler-1182,Kepler-1182 b,2016,6.39,2.41,1.04,1.05,1258,11.17394617
Kepler-1183,Kepler-1183 b,2016,8.35,2.82,1,0.99,1378,28.5057189
Kepler-1184,Kepler-1184 b,2016,7.65,2.68,1.05,1.07,1193,53.5991044
Kepler-1185,Kepler-1185 b,2016,2.33,1.33,0.96,0.87,296,104.3518976
Kepler-1186,Kepler-1186 b,2016,5.6,2.23,0.95,0.93,1112,16.07677615
Kepler-1187,Kepler-1187 b,2016,7.32,2.61,1.06,1.09,1029,18.87064068
Kepler-1188,Kepler-1188 b,2016,4.98,2.08,1.04,1.06,1202,17.1369543
Kepler-1189,Kepler-1189 b,2016,3.78,1.77,1.11,1.16,883,3.78858982
Kepler-119,Kepler-119 b,2014,12.6,3.6,1.01,0.84,716.23,2.422082
Kepler-119,Kepler-119 c,2014,0.721,0.92,1.01,0.84,716.23,4.125103
Kepler-1190,Kepler-1190 b,2016,2.33,1.33,0.76,0.72,384,10.45843441
Kepler-1191,Kepler-1191 b,2016,2.89,1.51,0.85,0.81,876,5.60014851
Kepler-1192,Kepler-1192 b,2016,6.17,2.36,0.86,0.83,1108,25.2034787
Kepler-1193,Kepler-1193 b,2016,2.3,1.32,1.08,1.21,695,2.83265213
Kepler-1194,Kepler-1194 b,2016,2.89,1.51,0.94,0.92,616,16.22371307
Kepler-1195,Kepler-1195 b,2016,4.98,2.08,0.74,0.71,812,8.49642241
Kepler-1196,Kepler-1196 b,2016,5.6,2.23,0.98,0.97,946,66.1849031
Kepler-1197,Kepler-1197 b,2016,2.1,1.25,0.78,0.72,505,2.03231845
Kepler-1198,Kepler-1198 b,2016,2.76,1.47,0.93,0.9,777,7.6847716
Kepler-1199,Kepler-1199 b,2016,1.6,1.15,0.94,1.17,540,15.0447198
Kepler-12,Kepler-12 b,2011,137.30256,19.661,1.17,1.48,904.4,4.4379629
Kepler-120,Kepler-120 b,2014,8.5,2.15,0.72,0.53,393.02,6.312501
Kepler-120,Kepler-120 c,2014,2.96,1.53,0.72,0.53,393.02,12.794585
Kepler-1200,Kepler-1200 b,2016,1.2,1.06,0.74,0.7,579,1.11854972
Kepler-1201,Kepler-1201 b,2016,5.86,2.29,1.15,1.24,1202,15.18725932
Kepler-1202,Kepler-1202 b,2016,8.96,2.94,1.03,1.04,1393,28.6851324
Kepler-1203,Kepler-1203 b,2016,1.2,1.06,0.64,0.61,269,0.58800076
Kepler-1204,Kepler-1204 b,2016,9.53,3.05,1.03,1.03,1282,85.7350285
Kepler-1205,Kepler-1205 b,2016,2.57,1.41,0.84,0.81,766,1.07839035
Kepler-1206,Kepler-1206 b,2016,3.33,1.64,0.8,0.75,807,1.21699766
Kepler-1207,Kepler-1207 b,2016,3.26,1.62,1.06,1.06,946,13.68237119
Kepler-1208,Kepler-1208 b,2016,5.99,2.32,0.8,0.76,877,11.08507637
Kepler-1209,Kepler-1209 b,2016,2.89,1.51,1.23,1.38,558,25.369116
Kepler-121,Kepler-121 b,2014,6.08,2.34,0.86,0.7,518.09,3.177422
Kepler-121,Kepler-121 c,2014,5.77,2.27,0.86,0.7,518.09,41.008011
Kepler-1210,Kepler-1210 b,2016,3.53,1.7,0.94,0.92,1155,8.07124073
Kepler-1211,Kepler-1211 b,2016,7.04,2.55,0.96,0.94,1486,11.01816836
Kepler-1212,Kepler-1212 b,2016,5.22,2.14,1.1,1.15,1304,12.94130146
Kepler-1213,Kepler-1213 b,2016,1.81,1.19,1.14,1.21,685,5.34982412
Kepler-1214,Kepler-1214 b,2016,6.17,2.36,0.85,0.8,757,18.82634264
Kepler-1215,Kepler-1215 b,2016,1.98,1.22,0.95,0.93,701,4.76703963
Kepler-1216,Kepler-1216 b,2016,2.51,1.39,0.99,0.98,1124,4.37034536
Kepler-1217,Kepler-1217 b,2016,4.62,1.99,1.06,1.08,1363,2.03232507
Kepler-1218,Kepler-1218 b,2016,2.67,1.44,1.06,1.1,667,22.9221266
Kepler-1219,Kepler-1219 b,2016,5.14,2.12,1.25,1.94,622,16.10467749
